,id,year,title,keywords,abstract,copyright,AU,SO,DE,DOI
245,WOS:000419231500134,2017,Passive Optimization Design Based on Particle Swarm Optimization in Rural Buildings of the Hot Summer and Warm Winter Zone of China,ENERGY PERFORMANCE|RESIDENTIAL BUILDINGS|SENSITIVITY-ANALYSIS|MULTIOBJECTIVE OPTIMIZATION|HIGHRISE BUILDINGS|THERMAL COMFORT|SIMULATION|CONSUMPTION|ENVELOPE|SYSTEM,"The development of green building is an important way to solve the environmental problems of China's construction industry. Energy conservation and energy utilization are important for the green building evaluation criteria (GBEC). The objective of this study is to evaluate the quantitative relationship between building shape parameter, envelope parameters, shading system, courtyard and the energy consumption (EC) as well as the impact on indoor thermal comfort of rural residential buildings in the hot summer and warm winter zone (HWWZ). Taking Quanzhou (Fujian Province of China) as an example, based on the field investigation, EnergyPlus is used to build the building performance model. In addition, the classical particle swarm optimization algorithm in GenOpt software is used to optimize the various factors affecting the EC. Single-objective optimization has provided guidance to the multi-dimensional optimization and regression analysis is used to find the effects of a single input variable on an output variable. Results shows that the energy saving rate of an optimized rural residence is about -% corresponding to the existing rural residence. Moreover, the payback period is about  years. A simple case study is used to demonstrate the accuracy of the proposed optimization analysis. The optimization can be used to guide the design of new rural construction in the area and the energy saving transformation of the existing rural houses, which can help to achieve the purpose of energy saving and comfort.",,"Lu, Shilei|Wang, Ran|Zheng, Shaoqun",SUSTAINABILITY,rural residence|green building|energy consumption|multidimensional optimization|particle swarm optimization|regression analysis,10.3390/su9122288
247,WOS:000392165500023,2017,Shale gas flowback water desalination: Single vs multiple-effect evaporation with vapor recompression cycle and thermal integration,PERFORMANCE EVALUATION|MEMBRANE DISTILLATION|COMPRESSION|SYSTEM|MANAGEMENT|OPTIMIZATION|DESIGN|UNCERTAINTY|RESOURCES|SELECTION,"This paper introduces a new optimization model for the single and multiple-effect evaporation (SEE/MEE) systems design, including vapor recompression cycle and thermal integration. The SEE/MEE model is specially developed for shale gas flowback water desalination. A superstructure is proposed to solve the problem, comprising several evaporation effects coupled with intermediate flashing tanks that are used to enhance thermal integration by recovering condensate vapor. Multistage equipment with intercooling is used to compress the vapor formed by flashing and evaporation. The compression cycle is driven by electricity to operate on the vapor originating from the SEE/MEE system, providing all the energy needed in the process. The mathematical model is formulated as a nonlinear programming (NLP) problem optimized under GAMS software by minimizing the total annualized cost. The SEE/MEE system application for zero liquid discharge (ZLD) is investigated by allowing brine salinity discharge near to salt saturation conditions. Additionally, sensitivity analysis is carried out to evaluate the optimal process configuration and performance under distinct feed water salinity conditions. The results highlight the potential of the proposed model to cost-effectively optimize SEE/MEE systems by producing fresh water and reducing brine discharges and associated environmental impacts. (C)  The Authors.", Published by Elsevier B.V.,"Onishi, Viviani C.|Carrero-Parreno, Alba|Reyes-Labarta, Juan A.|Ruiz-Femenia, Ruben|Salcedo-Diaz, Raquel|Fraga, Eric S.|Caballero, Jose A.",DESALINATION,shale gas|single-effect evaporation (see)|multiple-effect evaporation (mee)|mechanical vapor recompression (mvr)|thermal integration|zero liquid discharge (zld),10.1016/j.desal.2016.11.003
250,WOS:000365335000031,2016,A toolbox using the stochastic optimization algorithm MIPT and ChemCAD for the systematic process retrofit of complex chemical processes,MULTIOBJECTIVE OPTIMIZATION|EVOLUTIONARY ALGORITHMS|FLOWSHEET OPTIMIZATION|PROCESS SIMULATORS|GENETIC ALGORITHM|DESIGN|METHODOLOGY|PLANTS|PERSPECTIVES|INTEGRATION,"Global optimization techniques using powerful algorithms have led to a wide range of applications to increase the efficiency of chemical processes. Nevertheless, the performance for optimization of process models is limited by a certain complexity, especially accounting for existing processes (retrofit). Due to the great combinatorial diversity of possible alternatives a systematic approach is essential. The local integration of modifications in the overall process leads to changes in internal streams. Therefore new operating points have to be found and resulting effects on the plant performance have to be evaluated. An optimization framework for the purpose of retrofitting using a rigorous process simulation tool is proposed to fulfill this task. Here, flowsheet simulation software packages are offering a high performance for the prediction of new operation points for following units, and for units affected by recycle streams. An optimization approach using flowsheet simulation software and the stochastic optimization algorithm Molecular-Inspired Parallel Tempering (MIPT) implemented in the programming software Matlab (TM) is presented. Both of these programs are linked via OPC (OLE for process control), a standard communication platform. The toolbox provides a quick evaluation of the process by searching for the global optimum. The MIPT algorithm is suitable for large optimization problems and can handle constraints and infeasibilities. The usage of a rigorous process simulator is providing a high accuracy of the thermodynamic results which is necessary to evaluate the influence of the new process design. Furthermore, a simulation model of the industrial plant can directly be used for the optimization. A complex multicomponent separation process with recycle streams is used to demonstrate the advantages of the proposed toolbox. To simplify the user input a graphical user interface was programmed. The results of a sensitivity analysis and the optimization for different feed compositions are presented. (C) ", Elsevier Ltd. All rights reserved.,"Otte, Daniel|Lorenz, Hilke-Marie|Repke, Jens-Uwe",COMPUTERS & CHEMICAL ENGINEERING,optimization|molecular-inspired parallel tempering|multicomponent separation process|retrofit|stochastic algorithm|chemcad (tm),10.1016/j.compchemeng.2015.08.023
251,WOS:000378854600008,2016,"Towards the integration of process design, control and scheduling: Are we getting closer?",MODEL-PREDICTIVE CONTROL|INTEGER DYNAMIC OPTIMIZATION|CONSTRAINED LINEAR-SYSTEMS|OPTIMAL GRADE TRANSITION|CHEMICAL-PROCESSES|BATCH PROCESSES|UNCERTAINTY|FRAMEWORK|FLEXIBILITY|PARAMETERS,"The integration of design and control, control and scheduling and design, control and scheduling, all have been core PSE challenges. While significant progress has been achieved over the years, it is fair to say that at the moment there is not a generally accepted methodology and/or ""protocol"" for such an integration - it is also interesting to note that currently, there is not a commercially available software [or even in a prototype form] system to fully support such an activity. Here, we present the foundations for such an integrated framework and especially a software platform that enables such integration based on research developments over the last  years. In particular, we describe PAROC, a prototype software system which allows for the representation, modeling and solution of integrated design, scheduling and control problems. Its main features include: (i) a high-fidelity dynamic model representation, also involving global sensitivity analysis, parameter estimation and mixed integer dynamic optimization capabilities; (ii) a suite/toolbox of model approximation methods; (iii) a host of multi-parametric programming solvers for mixed continuous/integer problems; (iv) a state-space modeling representation capability for scheduling and control problems; and (v) an advanced toolkit for multi-parametric/explicit Model Predictive Control and moving horizon reactive scheduling problems. Algorithms that enable the integration capabilities of the systems for design, scheduling and control are presented on a case of a series of cogeneration units. (C) ", Elsevier Ltd. All rights reserved.,"Pistikopoulos, Efstratios N.|Diangelakis, Nikolaos A.",COMPUTERS & CHEMICAL ENGINEERING,multi-parametric receding horizon policies|control|design optimization|optimal scheduling|integration,10.1016/j.compchemeng.2015.11.002
254,WOS:000228401800048,2005,Investigating the dynamic behavior of biochemical networks using model families,SYSTEMS BIOLOGY|SIMULATION|CELL,"Motivation: Supporting the evolutionary modeling process of dynamic biochemical networks based on sampled in vivo data requires more than just simulation. In the course of the modeling process, the modeler is typically concerned not only with a single model but also with sequences, alternatives and structural variants of models. Powerful automatic methods are then required to assist the modeler in the organization and the evaluation of alternative models. Moreover, the structure and peculiarities of the data require dedicated tool support. Summary: To support all stages of an evolutionary modeling process, a new general formalism for the combinatorial specification of large model families is introduced. It allows for automatic navigation in the space of models and excludes biologically meaningless models on the basis of elementary flux mode analysis. An incremental usage of the measured data is supported by using splined data instead of state variables. With MMT, a versatile tool has been developed as a computational engine intended to be built into a tool chain. Using automatic code generation, automatic differentiation for sensitivity analysis and grid computing technology, a high performance computing environment is achieved. MMT supplies XML model specification and several software interfaces. The performance of MMT is illustrated by several examples from ongoing research projects.",,"Haunschild, MD|Freisleben, B|Takors, R|Wiechert, W",BIOINFORMATICS,,10.1093/bioinformatics/bti225
257,WOS:000255415000009,2008,Estimation of process parameter variations in a pre-defined process window using a Latin hypercube method,,"The aim of this paper is to present a methodology that provides an analytical tool for estimation of robustness and response variation within a pre-defined process window. To exemplify the developed methodology, the stochastic simulation technique is used for a sheet-metal forming application. A sampling plan based on the Latin hypercube sampling method for variation of design parameters is utilized, and the thickness reduction is specified as the response. Moreover, the response surface methodology is applied for understanding the quantitative relationship between design parameters and response value. The conclusions of this study are that the applied method gives a possibility to illustrate and interpret the variation of the response versus a design parameter variation. Consequently, it gives significant insights into the usefulness of individual design parameters. It has been shown that the method enables us to estimate the admissible design parameter variations and to predict the actual safe margin for given process parameters. Furthermore, the dominating design parameters can be predicated using sensitivity analysis, and this in its turn clarifies how the reliability criteria are met. Finally, the developed software can be used as an additional module for set-up of stochastic finite element simulations and to collect the numerical results from different solvers within different applications.",,"Moshfegh, R.|Nilsson, L.|Larsson, M.",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,stochastical analysis|sensitivity indicator|admissible process parameter variation|finite element method|sheet-metal forming,10.1007/s00158-007-0136-0
259,WOS:000243742700004,2007,The Data Uncertainty Engine (DUE): A software tool for assessing and simulating uncertain environmental variables,MODELING ERROR|REJECTION|BETA|PROPAGATION|PREDICTION|POISSON|GAMMA|GIS,"This paper describes a software tool for: () assessing uncertainties in environmental data; and () generating realisations of uncertain data for use in uncertainty propagation analyses: the ""Data Uncertainty Engine (DUE)"". Data may be imported into DUE from file or from a database, and are represented in DUE as objects whose positions and attribute values may be uncertain. Objects supported by DUE include spatial vectors, spatial rasters, time-series of spatial data, simple time-series and objects that are constant in space and time. Attributes supported by DUE include continuous numerical variables (e.g. rainfall), discrete numerical variables (e.g. bird counts) and categorical variables (e.g. land-cover). Once data are imported, an uncertainty model can be developed for the positional and attribute uncertainties of environmental objects. This is currently limited to probability models, but confidence intervals and scenarios will be provided in the future. Using DUE, the spatial and temporal patterns of uncertainty (autocorrelation), as well as cross-correlations between related inputs, can be incorporated into an uncertainty analysis. Alongside expert judgement, sample data may be used to help estimate uncertainties, and to reduce the uncertainty of the simulated output by ensuring each realisation reproduces the sample data. Most importantly, DUE provides a conceptual framework for structuring an uncertainty analysis, allowing users without direct experience of uncertainty methods to develop realistic uncertainty models for their data. (c) ", Elsevier Ltd. All rights reserved.,"Brown, James D.|Heuvelink, Gerard B. M.",COMPUTERS & GEOSCIENCES,uncertainty analysis|monte carlo|uncertainty propagation|java,10.1016/j.cageo.2006.06.015
261,WOS:000384855300018,2016,On ISSM and leveraging the Cloud towards faster quantification of the uncertainty in ice-sheet mass balance projections,NORTHEAST GREENLAND|MODEL|FLOW|SENSITIVITY|CREEP,"With the Amazon EC Cloud becoming available as a viable platform for parallel computing, Earth System Models are increasingly interested in leveraging its capabilities towards improving climate projections. In particular, faced with long wait periods on high-end clusters, the elasticity of the Cloud presents a unique opportunity of potentially ""infinite"" availability of small-sized clusters running on high-performance instances. Among specific applications of this new paradigm, we show here how uncertainty quantification in climate projections of polar ice sheets (Antarctica and Greenland) can be significantly accelerated using the Cloud. Indeed, small-sized clusters are very efficient at delivering sensitivity and sampling analysis, core tools of uncertainty quantification. We demonstrate how this approach was used to carry out an extensive analysis of ice-flow projections on one of the largest basins in Greenland, the North-East Greenland Glacier, using the Ice Sheet System Model, the public-domain NASA-funded ice-flow modeling software. We show how errors in the projections were accurately quantified using Monte-Carlo sampling analysis on the EC Cloud, and how a judicious mix of high-end parallel computing and Cloud use can best leverage existing infrastructures, and significantly accelerate delivery of potentially ground-breaking climate projections, and in particular, enable uncertainty quantification that were previously impossible to achieve. (C) ", Elsevier Ltd. All rights reserved.,"Larour, E.|Schlegel, N.",COMPUTERS & GEOSCIENCES,polar|ice sheet|modeling|cloud|uncertainty quantification,10.1016/j.cageo.2016.08.007
265,WOS:000265341800001,2009,GUI-HDMR - A software tool for global sensitivity analysis of complex models,STREET CANYON MODEL|ENVIRONMENTAL-MODELS|RS-HDMR|REPRESENTATIONS|UNCERTAINTY|PARAMETERS|INDEXES|OUTPUT,"The high dimensional model representation (HDMR) method is a set of tools which can be used to construct a fully functional metamodel and to calculate variance based sensitivity indices very efficiently. Extensions to the existing set of random sampling (RS)-HDMR tools have been developed in order to make the method more applicable for complex models with a large number of input parameters as often appear in environmental modelling. The HDMR software described here combines the RS-HDMR tools and its extensions in one Matlab package equipped with a graphical user interface (GUI). This makes the HDMR method easily available for all interested users. The performance of the GUI-HDMR software has been tested in this paper using two analytical test models, the Ishigami function and the Sobol' g-function. In both cases the model is highly non-linear, non-monotonic and has significant parameter interactions. The developed GUI-HDMR software copes very well with the test cases and sensitivity indices of first and second order could be calculated accurately with only low computational effort. The efficiency of the software has also been compared against other recently developed approaches and is shown to be competitive. GUI-HDMR can be applied to a wide range of applications in all fields, because in principle only one random or quasi-random set of input and output values is required to estimate all sensitivity indices up to second order. The size of the set of samples is however dependent on the problem and can be successively increased if additional accuracy is required. A brief description of its application within a range of modelling environments is given. (C) ", Elsevier Ltd. All rights reserved.,"Ziehn, T.|Tomlin, A. S.",ENVIRONMENTAL MODELLING & SOFTWARE,global sensitivity analysis|high dimensional model representation|random sampling|matlab software|graphical user interface,10.1016/j.envsoft.2008.12.002
266,WOS:000419225500038,2017,Quantifying Roughness Coefficient Uncertainty in Urban Flooding Simulations through a Simplified Methodology,POLYNOMIAL CHAOS|SWMM MODEL|INUNDATION|FLOW|CALIBRATION|PARAMETERS|CATCHMENT|SYSTEMS,"A methodology is presented which can be used in the evaluation of parametric uncertainty in urban flooding simulation. Due to the fact that such simulations are time consuming, the following methodology is proposed: (a) simplification of the description of the physical process; (b) derivation of a training data set; (c) development of a data-driven surrogate model; (d) use of a forward uncertainty propagation scheme. The simplification comprises the following steps: (a) unit hydrograph derivation using a D hydrodynamic model; (b) calculation of the losses in order to determine the effective rainfall depth; (c) flood event simulation using the principle of the proportionality and superposition. The above methodology was implemented in an urban catchment located in the city of Athens, Greece. The model used for the first step of the simplification was FLOW-RD, whereas the well-known SWMM software (US Environmental Protection Agency, Washington, DC, USA) was used for the second step of the simplification. For the training data set derivation, an ensemble of  Unit Hydrographs was derived with the FLOW-RD model. The parameters which were modified in order to produce this ensemble were the Manning coefficients in the two friction zones (residential and urban open space areas). The surrogate model used to replicate the unit hydrograph derivation, using the Manning coefficients as an input, was based on the Polynomial Chaos Expansion technique. It was found that, although the uncertainties in the derived results have to be taken into account, the proposed methodology can be a fast and efficient way to cope with dynamic flood simulation in an urban catchment.",,"Bellos, Vasilis|Kourtis, Ioannis M.|Moreno-Rodenas, Antonio|Tsihrintzis, Vassilios A.",WATER,urban flooding|swmm|flow-r2d|uncertainty|surrogate models|polynomial chaos expansion,10.3390/w9120944
267,WOS:000280656300004,2010,Simulation model for extended double-ended queueing,QUEUES|IMPATIENCE|CUSTOMERS,"The purpose of this paper is to extend traditional double-ended queuing models using a simulation approach. Traditional double-ended queuing models assume that one supply queue should satisfy one demand queue through instantaneous pairing. Inter-arrival time is assumed to follow an exponential distribution, with arrivals to the system assumed to occur just one at a time. However, this assumption is frequently violated in many real-world situations. The pairing or batch size can either be multiple or a random variable, and the pairing processing time can be greater than . Inter-arrival time may follow distributions other than exponential. In some cases bulk arrivals may come at the same time, and pairing is not always guaranteed. Because the analytical approach has enormous difficulties obtaining performance measures under these relaxed situations, a simulation approach for extended double-ended queueing processes is presented. This includes an algorithm to find state probabilities and a newly developed simulation procedure. Using this new procedure, sensitivity analyses of performance measures were performed using various input conditions implemented using ProModel and SimRumnner simulation software. A business case is studied to demonstrate the versatility of the proposed approaches. (c) ", Elsevier Ltd. All rights reserved.,"Kim, Won Kyung|Yoon, K. Paul|Mendoza, Gaston|Sedaghat, Mohammad",COMPUTERS & INDUSTRIAL ENGINEERING,double-ended queue|simulation|state probability|optimization|job placement agency,10.1016/j.cie.2010.04.002
270,WOS:000356196000011,2015,PUQ; A code for non-intrusive uncertainty propagation in computer simulations,STRENGTH|MAXIMUM|SCIENCE|CHAOS,"We present a software package for the non-intrusive propagation of uncertainties in input parameters through computer simulation codes or mathematical models and associated analysis; we demonstrate its use to drive micromechanical simulations using a phase field approach to dislocation dynamics. The PRISM uncertainty quantification framework (PUQ) offers several methods to sample the distribution of input variables and to obtain surrogate models (or response functions) that relate the uncertain inputs with the quantities of interest (QoIs); the surrogate models are ultimately used to propagate uncertainties. PUQ requires minimal changes in the simulation code, just those required to annotate the QoI(s) for its analysis. Collocation methods include Monte Carlo, Latin Hypercube and Smolyak sparse grids and surrogate models can be obtained in terms of radial basis functions and via generalized polynomial chaos. PUQ uses the method of elementary effects for sensitivity analysis in Smolyak runs. The code is available for download and also available for cloud computing in nanoHUB. PUQ orchestrates runs of the nanoPLASTICITY tool at nanoHUB where users can propagate uncertainties in dislocation dynamics simulations using simply a web browser, without downloading or installing any software. Program summary Program title: PUQ Catalogue identifier: AEWP_v_ Program summary URL: http://cpc.cs.qub.ac.uk/summaries/AEWP_v_.html Program obtainable from: CPC Program Library, Queen's University, Belfast, N. Ireland Licensing provisions: MIT license No. of lines in distributed program, including test data, etc.:  No. of bytes in distributed program, including test data, etc.:  Distribution format: tar.gz Programming language: Python, C. Computer: Workstations. Operating system: Linux, Mac OSX. Classification: ., ., ., External routines: SciPy, Matplotlib, hpy Nature of problem: Uncertainty propagation and creation of response surfaces. Solution method: Generalized Polynomial Chaos (gPC) using Smolyak sparse grids. Running time: PUQ performs uncertainty quantification and sensitivity analysis by running a simulation multiple times using different values for input parameters. Its run time will be the product of the run time of the chosen simulation code and the number of runs required to achieve the desired accuracy.", (C) 2015 Elsevier B.V. All rights reserved.,"Hunt, Martin|Haley, Benjamin|McLennan, Michael|Koslowski, Marisol|Murthy, Jayathi|Strachan, Alejandro",COMPUTER PHYSICS COMMUNICATIONS,uncertainty quantification|surrogate model|sensitivity analysis,10.1016/j.cpc.2015.04.011
272,WOS:000329561100024,2014,A comprehensive evaluation of various sensitivity analysis methods: A case study with a hydrological model,RAINFALL-RUNOFF MODELS|IMPROVED CALIBRATION|COMPUTER EXPERIMENTS|GLOBAL OPTIMIZATION|REGRESSION|INDEXES|SYSTEMS|OUTPUT,"Sensitivity analysis (SA) is a commonly used approach for identifying important parameters that dominate model behaviors. We use a newly developed software package, a Problem Solving environment for Uncertainty Analysis and Design Exploration (PSUADE), to evaluate the effectiveness and efficiency of ten widely used SA methods, including seven qualitative and three quantitative ones. All SA methods are tested using a variety of sampling techniques to screen out the most sensitive (i.e., important) parameters from the insensitive ones. The Sacramento Soil Moisture Accounting (SAC-SMA) model, which has thirteen tunable parameters, is used for illustration. The South Branch Potomac River basin near Springfield, West Virginia in the U.S. is chosen as the study area. The key findings from this study are: () For qualitative SA methods, Correlation Analysis (CA), Regression Analysis (RA), and Gaussian Process (GP) screening methods are shown to be not effective in this example. Morris One-At-a-Time (MOAT) screening is the most efficient, needing only  samples to identify the most important parameters, but it is the least robust method. Multivariate Adaptive Regression Splines (MARS), Delta Test (DT) and Sum-Of-Trees (SOT) screening methods need about - samples for the same purpose. Monte Carlo (MC), Orthogonal Array (OA) and Orthogonal Array based Latin Hypercube (OALH) are appropriate sampling techniques for them; () For quantitative SA methods, at least  samples are needed for Fourier Amplitude Sensitivity Test (FAST) to identity parameter main effect. McKay method needs about  samples to evaluate the main effect, more than  samples to assess the two-way interaction effect. OALH and LP tau (LPTAU) sampling techniques are more appropriate for McKay method. For the Sobol' method, the minimum samples needed are  to compute the first-order and total sensitivity indices correctly. These comparisons show that qualitative SA methods are more efficient but less accurate and robust than quantitative ones. (C)  The Authors. Published by", Elsevier Ltd. All rights reserved.,"Gan, Yanjun|Duan, Qingyun|Gong, Wei|Tong, Charles|Sun, Yunwei|Chu, Wei|Ye, Aizhong|Miao, Chiyuan|Di, Zhenhua",ENVIRONMENTAL MODELLING & SOFTWARE,uncertainty quantification|sensitivity analysis|parameter screening|space-filling sampling|psuade,10.1016/j.envsoft.2013.09.031
274,WOS:000262497400004,2008,Fidelity of Network Simulation and Emulation: A Case Study of TCP-Targeted Denial of Service Attacks,,"In this article, we investigate the differences between simulation and emulation when conducting denial of service (DoS) attack experiments. As a case study, we consider low-rate TCP-targeted DoS attacks. We design constructs and tools for emulation testbeds to achieve a level of control comparable to simulation tools. Through a careful sensitivity analysis, we expose difficulties in obtaining meaningful measurements from the DETER, Emulab, and WAIL testbeds with default system settings. We find dramatic differences between simulation and emulation results for DoS experiments. Our results also reveal that software routers such as Click provide a flexible experimental platform, but require understanding and manipulation of the underlying network device drivers. Our experiments with commercial Cisco routers demonstrate that they are highly susceptible to the TCP-targeted attacks when ingress/egress IP filters are used.",,"Chertov, Roman|Fahmy, Sonia|Shroff, Ness B.",ACM TRANSACTIONS ON MODELING AND COMPUTER SIMULATION,simulation|emulation|testbeds|tcp|congestion control|denial of service attacks|low-rate tcp-targeted attacks,10.1145/1456645.1456649
275,WOS:000417388800006,2017,Direct effect of atmospheric turbulence on plume rise in a neutral atmosphere,LARGE-EDDY SIMULATION|DIRECT NUMERICAL-SIMULATION|POLLUTANT DISPERSION|CROSS-FLOW|BOUNDARY-LAYERS|FINITE-ELEMENT|CFD SIMULATION|ENVIRONMENT|TERRAINS|MODELS,"The direct effect of atmospheric turbulence on plume rise in the current research work is studied through examining the turbulence intensity parameter. A hybrid unsteady Reynolds averaged Navier Stokes (RANS) and large eddy simulation (LES) numerical approach is applied with a new mixed scale sub-grid parameterization technique in the commercial ANSYS Fluent software in order to simulate the buoyant plume behavior in a turbulent crossflow. The accuracy of the simulation method is crosschecked against the wind tunnel data available in the literature. The numerical simulation results in various operating conditions are used to derive a new plume rise formula in which the direct effect of atmospheric turbulence intensity at stack height (I-Air) is explicitly introduced in the plume rise formula. Furthermore, the buoyancy parameter of the flue gas is determined at some distances upstream of the stack top surface to include the whole effects of source buoyancy on the plume rise. The value of I-Air at stack height is obtained by measuring the standard deviation of wind velocity at stack height. The sensitivity analysis showed that by increasing the atmospheric turbulence intensity, the final plume rise decreases because of the updraft and downdraft motions of turbulence and it has been found that there is a linear dependency between the plume rise and ( I-Air)(-.). The quantile-quantile plots show that the new model can predict the simulated plume rise with a deviation factor of . whereas the conventional models overestimate the final plume rise at least by a factor of ..", (C) 2017 Turkish National Committee for Air Pollution Research and Control. Production and hosting by Elsevier B.V. All rights reserved.,"Ashrafi, Khosro|Orkomi, Ali Ahmadi|Motlagh, Majid Shafipour",ATMOSPHERIC POLLUTION RESEARCH,neutral|numerical model|plume rise|rans-les method|turbulence,10.1016/j.apr.2017.01.001
277,WOS:000287575500001,2011,Laboratory and numerical modeling of water balance in a layered sloped soil cover with channel flow pathway over mine waste rock,WETTING FRONT INSTABILITY|ENGINEERED TEST COVERS|CHARACTERISTIC CURVE|UNSATURATED SOILS|OXYGEN BARRIERS|WHISTLE MINE|TAILINGS|INFILTRATION|EVAPORATION|ONTARIO,"Macropores developed in barrier layers in soil covers overlying acid-generating waste rock may produce preferential flow through the barrier layers and compromise cover performance. However, little has been published on the effects of preferential flow on water balance in soil covers. In the current study, an inclined, layered soil cover with a -cm-wide sand-filled channel pathway in a silty clay barrier layer was built over reactive waste rock in the laboratory. The channel or preferential flow pathway represented the aggregate of cracks or fissures that may occur in the barrier during compaction and/or climate-induced deterioration. Precipitation, runoff, interflow, percolation, and water content were recorded during the test. A commercial software VADOSE/W was used to simulate the measured water balance and to conduct further sensitivity analysis on the effects of the location of the channel and the saturated hydraulic conductivity of the channel material on water balance. The maximum percolation, .% of the total precipitation, was obtained when the distance between the mid-point of the channel pathway and the highest point on the slope accounted for % of the total horizontal length of the soil cover. The modeled percolation increased steadily with an increase in the hydraulic conductivity of the channel material. Percolation was found to be sensitive to the location of the channel and the saturated hydraulic conductivity of the channel material, confirming that proper cover design and construction should aim at minimizing the development of vertical preferential flow in barrier layers. The sum of percolation and interflow was relatively constant when the location of the channel changed along the slope, which may be helpful in locating preferential flow pathways and repairing the barrier.",,"Song, Qing|Yanful, Ernest K.",ENVIRONMENTAL EARTH SCIENCES,acid rock drainage|channel flow|laboratory test|soil cover|vadose/w|water balance,10.1007/s12665-010-0488-4
281,WOS:000344387000014,2014,Non-stationary extreme value analysis in a changing climate,DIFFERENTIAL EVOLUTION|MODEL PROJECTIONS|RETURN LEVELS|SIMULATIONS|EVENTS|TEMPERATURE|VARIABILITY|ENSEMBLE|IMPACTS|RECORDS,"This paper introduces a framework for estimating stationary and non-stationary return levels, return periods, and risks of climatic extremes using Bayesian inference. This framework is implemented in the Non-stationary Extreme Value Analysis (NEVA) software package, explicitly designed to facilitate analysis of extremes in the geosciences. In a Bayesian approach, NEVA estimates the extreme value parameters with a Differential Evolution Markov Chain (DE-MC) approach for global optimization over the parameter space. NEVA includes posterior probability intervals (uncertainty bounds) of estimated return levels through Bayesian inference, with its inherent advantages in uncertainty quantification. The software presents the results of non-stationary extreme value analysis using various exceedance probability methods. We evaluate both stationary and non-stationary components of the package for a case study consisting of annual temperature maxima for a gridded global temperature dataset. The results show that NEVA can reliably describe extremes and their return levels.",,"Cheng, Linyin|AghaKouchak, Amir|Gilleland, Eric|Katz, Richard W.",CLIMATIC CHANGE,,10.1007/s10584-014-1254-5
282,WOS:000254878500014,2008,In silico Biochemical Reaction Network Analysis (IBRENA): a package for simulation and analysis of reaction networks,SIGNAL-TRANSDUCTION|SOFTWARE,"We present In silico Biochemical Reaction Network Analysis (IBRENA), a software package which facilitates multiple functions including cellular reaction network simulation and sensitivity analysis (both forward and adjoint methods), coupled with principal component analysis, singular-value decomposition and model reduction. The software features a graphical user interface that aids simulation and plotting of in silico results. While the primary focus is to aid formulation, testing and reduction of theoretical biochemical reaction networks, the program can also be used for analysis of high-throughput genomic and proteomic data.",,"Liu, Gang|Neelamegham, Sriram",BIOINFORMATICS,,10.1093/bioinformatics/btn061
283,WOS:000338551800010,2014,Risk and uncertainty analysis of gas pipeline failure and gas combustion consequence,MODELS|DETONATION|METHANE,"Taking into account a general concept of risk parameters and knowing that natural gas provides very significant portion of energy, firstly, it is important to insure that the infrastructure remains as robust and reliable as possible. For this purpose, authors present available statistical information and probabilistic analysis related to failures of natural gas pipelines. Presented historical failure data is used to model age-dependent reliability of pipelines in terms of Bayesian methods, which have advantages of being capable to manage scarcity and rareness of data and of being easily interpretable for engineers. The performed probabilistic analysis enables to investigate uncertainty and failure rates of pipelines when age-dependence is significant and when it is not relevant. The results of age-dependent modeling and analysis of gas pipeline reliability and uncertainty are applied to estimate frequency of combustions due to natural gas release when pipeline failure occurs. Estimated age-dependent combustion frequency is compared and proposed to be used instead of conservative and age-independent estimate. The rupture of a high-pressure natural gas pipeline can lead to consequences that can pose a significant threat to people and property in the close vicinity to the pipeline fault location. The dominant hazard is combustion and thermal radiation from a sustained fire. The second purpose of the paper is to present the combustion consequence assessment and application of probabilistic uncertainty analysis for modeling of gas pipeline combustion effects. The related work includes performance of the following tasks: to study gas pipeline combustion model, to identify uncertainty of model inputs noting their variation range, and to apply uncertainty and sensitivity analysis for results of this model. The performed uncertainty analysis is the part of safety assessment that focuses on the combustion consequence analysis. Important components of such uncertainty analysis are qualitative and quantitative analysis that identifies the most uncertain parameters of combustion model, assessment of uncertainty, analysis of the impact of uncertain parameters on the modeling results, and communication of the results' uncertainty. As outcome of uncertainty analysis the tolerance limits and distribution function of thermal radiation intensity are given. The measures of uncertainty and sensitivity analysis were estimated and outcomes presented applying software system for uncertainty and sensitivity analysis. Conclusions on the importance of the parameters and sensitivity of the results are obtained using a linear approximation of the model under analysis. The outcome of sensitivity analysis confirms that distance from the fire center has the greatest influence on the heat flux caused by gas pipeline combustion.",,"Alzbutas, Robertas|Iesmantas, Tomas|Povilaitis, Mantas|Vitkute, Jurate",STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,risk parameters|natural gas pipelines|age-dependent reliability|bayesian inference|gas combustion|uncertainty and sensitivity analysis,10.1007/s00477-013-0845-4
