# Data from Clarivate Analytics' Web of Science, retrieved 5 December 2018
# This file generated on 2019-01-31 11:21:20
item,id,year,title,AU,SO,DE
8921,WOS:000407405000001,2017,Analytical study of fluid flow modeling by diffusivity equation including the quadratic pressure gradient term,"Abbasi, M|Izadmehr, M|Karimi, M|Sharifi, M|Kazemi, A",COMPUTERS AND GEOTECHNICS,diffusivity equation well testing fluid flow porous media quadratic term nonlinear
8922,WOS:000284343400021,2010,A sensitivity analysis of tide-induced head fluctuations in coastal aquifers,"Slooten, LJ|Carrera, J|Castro, E|Fernandez-Garcia, D",JOURNAL OF HYDROLOGY,saltwater intrusion seawater intrusion groundwater sensitivity analysis calibration inverse problem
8923,WOS:000354123800014,2015,Uncertainty Analysis of a Groundwater Flow Model in East-Central Florida,"Sepulveda, N|Doherty, J",GROUNDWATER,
8924,WOS:000349066900019,2015,Modeling Manganese Removal in a Pilot-Scale Postfiltration Contactor,"Bierlein, KA|Knocke, WR|Tobiason, JE|Subramaniam, A|Pham, M|Little, JC",JOURNAL AMERICAN WATER WORKS ASSOCIATION,
8925,WOS:000355759200002,2015,Probabilistic measures for assessing appropriateness of robust design optimization solutions,"Medina, JC|Taflanidis, A",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,robust design optimization probability of dominance uncertainty quantification model prediction error probabilistic design
8926,WOS:000368418400034,2015,Control of tree water networks: A geometric programming approach,"Perelman, LS|Amin, S",WATER RESOURCES RESEARCH,
8927,WOS:000256856000007,2008,A Bayesian calibration approach to the thermal problem,"Higdon, D|Nakhleh, C|Gattiker, J|Williams, B",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,computer experiments predictability certification uncertainty quantification gaussian process predictive science functional data analysis verification and validation
8928,WOS:000319897500006,2013,Assessing Calibration Uncertainty and Automation for Estimating Evapotranspiration from Agricultural Areas Using METRIC,"Morton, CG|Huntington, JL|Pohll, GM|Allen, RG|McGwire, KC|Bassett, SD",JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,evapotranspiration uncertainty analysis remote sensing surface energy balance
8929,WOS:000287003700013,2011,The optimal integrated inventory policy with price-and-credit-linked demand under two-level trade credit,"Ho, CH",COMPUTERS & INDUSTRIAL ENGINEERING,inventory supply chain trade credit demand rate finance
8930,WOS:000331924800006,2014,Grey Wolf Optimizer,"Mirjalili, S|Mirjalili, SM|Lewis, A",ADVANCES IN ENGINEERING SOFTWARE,optimization optimization techniques heuristic algorithm metaheuristics constrained optimization gwo
8931,WOS:000347589600057,2014,A qualitative model structure sensitivity analysis method to support model selection,"Van Hoey, S|Seuntjens, P|van der Kwast, J|Nopens, I",JOURNAL OF HYDROLOGY,model structure evaluation hydrology flexible model building morris screening
8932,WOS:000386382000012,2016,"Evaluation of an inverse distance weighting method for patching daily and dekadal rainfall over the Free State Province, South Africa","Moeletsi, ME|Shabalala, ZP|De Nysschen, G|Walker, S",WATER SA,estimation missing data neighbouring stations
8933,WOS:000189040800002,2004,Estimation of sensitivity coefficients of nonlinear model input parameters which have a multinormal distribution,"Fang, SF|Gertner, GZ|Anderson, AA",COMPUTER PHYSICS COMMUNICATIONS,correlation multi-expression multinormal distribution sensitivity analysis sequential random sampling taylor series
8934,WOS:000180646500007,2003,"Remote sensing of regional crop production in the Yaqui Valley, Mexico: estimates and uncertainties","Lobell, DB|Asner, GP|Ortiz-Monasterio, JI|Benning, TL",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,crop yield ntpp remote sensing wheat radiation use efficiency uncertainty analysis
8935,WOS:000369668400005,2016,Approximate analysis of three-dimensional groundwater flow toward a radial collector well in a finite-extent unconfined aquifer,"Huang, CS|Chen, JJ|Yeh, HD",HYDROLOGY AND EARTH SYSTEM SCIENCES,
8936,WOS:000277002900014,2010,Uncertainty Analysis in Biofuel Systems,"Malca, J|Freire, F",JOURNAL OF INDUSTRIAL ECOLOGY,allocation diesel energy efficiency greenhouse gas (ghg) emissions industrial ecology monte carlo simulation
8937,WOS:000287003700017,2011,The optimum common process mean and screening limits for a production process with multiple products,"Park, T|Kwon, HM|Hong, SH|Lee, MK",COMPUTERS & INDUSTRIAL ENGINEERING,common process mean multiple products screening limits
8938,WOS:000366675600004,2016,The valuation of GMWB variable annuities under alternative fund distributions and policyholder behaviours,"Bacinello, AR|Millossovich, P|Montealegre, A",SCANDINAVIAN ACTUARIAL JOURNAL,variable annuities gmwb dynamic approach levy processes policyholder's behaviour
8939,WOS:000329766200047,2014,"Separation of large scale water storage patterns over Iran using GRACE, altimetry and hydrological data","Forootan, E|Rietbroek, R|Kusche, J|Sharifi, MA|Awange, JL|Schmidt, M|Omondi, P|Famiglietti, J",REMOTE SENSING OF ENVIRONMENT,grace-tws signal separation independent components terrestrial and surface water storage groundwater iran
8940,WOS:000418480700009,2017,Method for estimating available groundwater volume of small coral islands,"Bailey, RT|Kivi, ST",HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,atolls groundwater aquifer modelling
8941,WOS:000441296100010,2017,The effect of land cover change on duration and severity of high and low flows,"Ahn, KH|Merwade, V",HYDROLOGICAL PROCESSES,land cover change swat bayesian model averaging copula high flow low flow
8942,WOS:000403811200069,2017,IMPACT OF WATER HYACINTH AND WATER LETTUCE AQUEOUS EXTRACTS ON GROWTH AND GERMINATION OF WHEAT AND ITS ASSOCIATED TROUBLESOME WEEDS,"Gul, B|Saeed, M|Khan, H|Khan, H|Khan, MI|Khan, I",APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,weed management allelopathy aquatic weeds weeds utilization
8943,WOS:000263166200004,2008,Calculation of the indoor gamma dose rate distribution due to building materials in the Netherlands,"de Jong, P|van Dijk, JWE",RADIATION PROTECTION DOSIMETRY,
8944,WOS:000177705300005,2002,Configuration design sensitivity analysis and optimization of beam structures,"Choi, JH",COMPUTATIONAL MECHANICS,design sensitivity analysis variational formulation configuration orientation beam structure
8945,WOS:000168794100002,2001,Shape sensitivity analysis in mixed-mode fracture mechanics,"Chen, G|Rahman, S|Park, YH",COMPUTATIONAL MECHANICS,
8946,WOS:000323807900015,2013,"Source contributions to carbonaceous species in PM2.5 and their uncertainty analysis at typical urban, peri-urban and background sites in southeast China","Niu, ZC|Wang, S|Chen, JS|Zhang, FW|Chen, XQ|He, C|Lin, LF|Yin, LQ|Xu, LL",ENVIRONMENTAL POLLUTION,carbonaceous aerosols source contributions c-14 levoglucosan uncertainty analysis
8947,WOS:000384333000009,2016,TERENO-SOILCan: a lysimeter-network in Germany observing soil processes and plant diversity influenced by climate change,"Putz, T|Kiese, R|Wollschlager, U|Groh, J|Rupp, H|Zacharias, S|Priesack, E|Gerke, HH|Gasche, R|Bens, O|Borg, E|Baessler, C|Kaiser, K|Herbrich, M|Munch, JC|Sommer, M|Vogel, HJ|Vanderborght, J|Vereecken, H",ENVIRONMENTAL EARTH SCIENCES,weighable precision lysimeter controlled lower boundary water balance matter flux climate change soil processes plant functional diversity
8948,WOS:000371317300018,2016,Uncertainty propagation of arbitrary probability density functions applied to upscaling of transmissivities,"Lourens, A|van Geer, FC",STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,error propagation probability density function piecewise linear kriging upscaling transmissivity monte carlo simulation
8949,WOS:000331393200010,2014,r.massmov: an open-source landslide model for dynamic early warning systems,"Molinari, ME|Cannata, M|Meisina, C",NATURAL HAZARDS,modeling landslide gis calibration sensitivity analysis multi-spatial resolution ucode grass
8950,WOS:000417629800057,2017,Solving an extended multi-row facility layout problem with fuzzy clearances using GA,"Safarzadeh, S|Koosha, H",APPLIED SOFT COMPUTING,facility layout multi-row facility layout problem (mrflp) genetic algorithm lost opportunity cost fuzzy sets
8951,WOS:000341340000012,2014,Uncertainty in multi-media fate and transport models: A case study for TNT life cycle assessment,"Mayo, M|Collier, ZA|Hoang, V|Chappell, M",SCIENCE OF THE TOTAL ENVIRONMENT,uncertainty sensitivity analysis life cycle assessment fate and transport model simplebox trinitrotoluene
8952,WOS:000276531000010,2010,Urban solid waste collection system using mathematical modelling and tools of geographic information systems,"Arribas, CA|Blazquez, CA|Lamas, A",WASTE MANAGEMENT & RESEARCH,gis clusterisation local search heuristic solid waste collection waste management cost effectiveness
8953,WOS:000385472400042,2016,Evaluating SWAT Snowmelt Parameters and Simulating Spring Snowmelt Nonpoint Source Pollution in the Source Area of the Liao River,"Wang, Y|Bian, JM|Wang, SN|Tang, J|Ding, F",POLISH JOURNAL OF ENVIRONMENTAL STUDIES,swat snowmelt parameters sensitivity analysis nonpoint source pollution
8954,WOS:000297102100020,2011,Computational Models Calibration: Experiences in Environmental Engineering Studies,"Lopez, PA|Martinez-Solano, FJ|Fuertes, VS|Iglesias, PL",COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,calibration genetic algorithm water quality model environmental engineering education
8955,WOS:000395896500014,2017,Study of differential search algorithm based automatic generation control of an interconnected thermal-thermal system with governor dead-band,"Guha, D|Roy, PK|Banerjee, S",APPLIED SOFT COMPUTING,automatic generation control differential search algorithm proportional integral derivative controller with derivative filter sensitivity analysis transient responses
8956,WOS:000377506600002,2016,Proximity to mining industry and respiratory diseases in children in a community in Northern Chile: A cross-sectional study,"Herrera, R|Radon, K|von Ehrenstein, OS|Cifuentes, S|Munoz, DM|Berger, U",ENVIRONMENTAL HEALTH,asthma children mining bayesian analysis air pollution
8957,WOS:000267329600012,2009,Phosphorus sources and demand during summer in a eutrophic lake,"Kamarainen, AM|Penczykowski, RM|Van de Bogert, MC|Hanson, PC|Carpenter, SR",AQUATIC SCIENCES,ecosystem metabolism entrainment respiration production c:p ratio phytoplankton bloom
8958,WOS:000362550300003,2015,A modified extended finite element method approach for design sensitivity analysis,"Barthold, FJ|Materna, D",INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING,extended finite element method structural optimisation sensitivity analysis
8959,WOS:000279971400003,2010,Modelling Thermal Stratification and Artificial De-stratification using DYRESM; Case study: 15-Khordad Reservoir,"Etemad-Shahidi, A|Faghihi, M|Imberger, J",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH,modelling de-stratification plume diffuser mixer dyresm simulation reservoir
8960,WOS:000213796800019,2013,Stochastic Galerkin Methods for Analyzing Equilibria of Random Dynamical Systems,"Pulch, R",SIAM-ASA JOURNAL ON UNCERTAINTY QUANTIFICATION,ordinary differential equations equilibrium stability random variables polynomial chaos stochastic galerkin method uncertainty quantification
8961,WOS:000353958300002,2015,Sensitivity analysis using anchored ANOVA expansion and high-order moments computation,"Tang, KK|Congedo, PM|Abgrall, R",INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING,stochastic problems uncertainty quantification (anchored) anova global sensitivity analysis variance/covariance decomposition high-order moments decomposition
8962,WOS:000179350600010,2002,Water and nitrate loss through tiles under a clay loam soil in Ontario after 42 years of consistent fertilization and crop rotation,"Tan, CS|Drury, CF|Reynolds, WD|Groenevelt, PH|Dadfar, H",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,nitrate tile drainage fertilization rotation water pollution
8963,WOS:000243830900007,2007,Stochastic pension fund control in the presence of Poisson jumps,"Ngwira, B|Gerrard, R",INSURANCE MATHEMATICS & ECONOMICS,defined-benefit pension funds jump-diffusion optimal asset allocation
8964,WOS:000383309700043,2016,Imperfect economic production quantity model with upstream trade credit periods linked to raw material order quantity and downstream trade credit periods,"Taleizadeh, AA|Lashgari, M|Akram, R|Heydari, J",APPLIED MATHEMATICAL MODELLING,backordered defective delay in payment inventory price rework
8965,WOS:000245063400008,2007,Parameter estimation and uncertainty analysis for a watershed model,"Gallagher, M|Doherty, J",ENVIRONMENTAL MODELLING & SOFTWARE,uncertainty analysis parameter estimation mathematical modeling markov chain monte carlo model calibration
8966,WOS:000248085800030,2007,Dynamic energy budget as a basis to model population-level effects of zinc-spiked sediments in the gastropod valvata piscinalis,"Ducrot, V|Pery, ARR|Mons, R|Queau, H|Charles, S|Garric, J",ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,metal-contaminated sediments no-observed-effect concentration life-history traits bioenergetics demographic models
8967,WOS:000170057900005,2001,Configuration design sensitivity analysis of dynamics for constrained mechanical systems,"Kim, HW|Bae, DS|Choi, KK",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,
8968,WOS:000306615700003,2012,Optimal control of flood diversion in watershed using nonlinear optimization,"Ding, Y|Wang, SSY",ADVANCES IN WATER RESOURCES,flood control adjoint sensitivity optimization channel network watershed
8969,WOS:000400159100010,2017,A discontinuous finite element suspended sediment transport model for water quality assessments in river networks,"Perez, FF|Sweeck, L|Elskens, M|Bauwens, W",HYDROLOGICAL PROCESSES,advection-diffusion discontinuous finite element suspended sediment transport uncertainty analysis
8970,WOS:000250042100007,2007,Uncertainty analysis on simple mass balance model to calculate critical loads for soil acidity,"Li, H|McNulty, SG",ENVIRONMENTAL POLLUTION,critical load uncertainty analysis error partition sensitivity
8971,WOS:000250314200004,2007,"Efficient algorithms for life cycle assessment, input-output analysis, and Monte-Carlo analysis","Peters, GP",INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,algorithms input-output analysis (ioa) matrix inverse monte-carlo numerical approaches power series expansion sensitivity analysis
8972,WOS:000409290700134,2017,Evaluation of environmental impacts of citric acid and glycerol outdoor softwood treatment: Case-study,"Essoua, EGG|Beauregard, R|Amor, B|Blanchet, P|Landry, V",JOURNAL OF CLEANER PRODUCTION,life cycle assessment outdoor wood siding biobased wood treatment residential building
8973,WOS:000248611700002,2007,Uncertainty assessment in watershed-scale water quality modeling and management: 2. Management objectives constrained analysis of uncertainty (MOCAU),"Zheng, Y|Keller, AA",WATER RESOURCES RESEARCH,
8974,WOS:000345142700009,2015,Deriving indicators for breast conserving surgery using finite element analysis,"Thanoon, D|Garbey, M|Bass, BL",COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,soft-tissue mechanics mechanical stress cosmetic indicator breast conserving therapy tissue engineering computational surgery
8975,WOS:000369206500013,2016,CFD simulation of wind-driven upward cross ventilation and its enhancement in long buildings: Impact of single-span versus double-span leeward sawtooth roof and opening ratio,"Peren, JI|van Hooff, T|Leite, BCC|Blocken, B",BUILDING AND ENVIRONMENT,computational fluid dynamics (cfd) urban physics natural ventilation leeward sawtooth roof geometry upward cross-ventilation double-span leeward sawtooth roof building
8976,WOS:000333204500005,2014,"Is land use impact assessment in LCA applicable for forest biomass value chains? Findings from comparison of use of Scandinavian wood, agro-biomass and peat for energy","Helin, T|Holma, A|Soimakallio, S",INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,barley bioenergy indicators land use lcia peat reed canary grass wood
8977,WOS:000407538800028,2017,Bayesian flood forecasting methods: A review,"Han, SS|Coulibaly, P",JOURNAL OF HYDROLOGY,probabilistic flood forecast bayesian forecasting system uncertainty quantification predictive distribution predictive density function probability
8978,WOS:000379262200015,2016,Matlab codes of Subset Simulation for reliability analysis and structural optimization,"Li, HS|Cao, ZJ",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,subset simulation matlab education reliability analysis structural optimization markov chain monte carlo
8979,WOS:000423213100009,2017,"Lie symmetry analysis, exact solutions and conservation laws for the time fractional modified Zakharov-Kuznetsov equation","Baleanu, D|Inc, M|Yusuf, A|Aliyu, AI",NONLINEAR ANALYSIS-MODELLING AND CONTROL,modified zakharov-kuznetsov equation lie symmetry riemann-liouville fractional derivative exact solutions conservation laws
8980,WOS:000414459300011,2017,A geographic information system-based socioeconomic impact assessment of the broadening of national highway in Sikkim Himalayas: a case study,"Banerjee, P|Ghose, MK",ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,geographic information system socioeconomic impact assessment analytic hierarchy process sensitivity analysis highway mountain
8981,WOS:000306199300043,2012,A closed-form solution for nonlinear oscillation and stability analyses of the elevator cable in a drum drive elevator system experiencing free vibration,"Yani, RM|Ghodsi, R|Darabi, E",COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION,parameter expansion method (pem) nonlinear oscillations stability periodic solutions reciprocating systems closed-form solution
8982,WOS:000380750500016,2016,Stabilized FE simulation of prototype thermal-hydraulics problems with integrated adjoint-based capabilities,"Shadid, JN|Smith, TM|Cyr, EC|Wildey, TM|Pawlowski, RP",JOURNAL OF COMPUTATIONAL PHYSICS,reynolds averaged navier-stokes stabilized finite elements adjoints sensitivities error-estimation uncertainty quantification
8983,WOS:000274572600025,2010,Numerical aspects in the finite element simulation of the Portevin-Le Chatelier effect,"Maziere, M|Besson, J|Forest, S|Tanguy, B|Chalons, H|Vogel, F",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,portevin-le chatelier effect computational mechanics mesh sensitivity viscoplastic instability
8984,WOS:000408567000009,2017,Unsteady High Velocity Flood Flows and the Development of Rating Curves in a Himalayan Basin under Climate Change Scenarios,"Singh, V|Goyal, MK",JOURNAL OF HYDROLOGIC ENGINEERING,hydrodynamic model soil and water assessment tool (swat) coupled model intercomparison phase 5 (cmip5) cm3 gcm rating curves design flow teesta river
8985,WOS:000368207400029,2016,Life cycle assessment of organic versus conventional agriculture. A case study of lettuce cultivation in Greece,"Foteinis, S|Chatzisymeon, E",JOURNAL OF CLEANER PRODUCTION,environmental footprint lca sustainable agriculture non-organic organic farming vegetables
8986,WOS:000224648700002,2004,A simulation analysis of the detectability of understory burns in miombo woodlands,"Pereira, JMC|Mota, B|Privette, JL|Caylor, KK|Silva, JMN|Sa, ACL|Ni-Meister, W",REMOTE SENSING OF ENVIRONMENT,simulation analysis understory burns miombo woodlands
8987,WOS:000315558400033,2013,A practical guide to performing multiple-point statistical simulations with the Direct Sampling algorithm,"Meerschman, E|Pirot, G|Mariethoz, G|Straubhaar, J|Van Meirvenne, M|Renard, P",COMPUTERS & GEOSCIENCES,multiple-point statistics direct sampling algorithm sensitivity analysis training image
8988,WOS:000376485100005,2016,Multi-Index Stochastic Collocation for random PDEs,"Haji-Ali, AL|Nobile, F|Tamellini, L|Tempone, R",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,uncertainty quantification random pdes sparse grids stochastic collocation methods multilevel methods combination technique
8989,WOS:000313895400008,2013,A Risk Assessment Model for Enterotoxigenic Staphylococcus aureus in Pasteurized Milk: A Potential Route to Source-Level Inference,"Barker, GC|Gomez-Tome, N",RISK ANALYSIS,bayesian network biotracing pasteurized milk risk s. aureus
8990,WOS:000362644800002,2015,Personalization of models with many model parameters: an efficient sensitivity analysis approach,"Donders, WP|Huberts, W|van de Vosse, FN|Delhaas, T",INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN BIOMEDICAL ENGINEERING,sensitivity analysis polynomial chaos expansion uncertainty quantification model personalization
8991,WOS:000167185600008,2001,Simulation of willow short-rotation forest evaporation using a modified Shuttleworth-Wallace approach,"Iritz, Z|Tourula, T|Lindroth, A|Heikinheimo, M",HYDROLOGICAL PROCESSES,
8992,WOS:000241182700005,2006,Decoupled direct 3D sensitivity analysis for particulate matter (DDM-3D/PM),"Napelenok, SL|Cohan, DS|Hu, YT|Russell, AG",ATMOSPHERIC ENVIRONMENT,atmospheric modeling sensitivity analysis decoupled direct method
8993,WOS:000225758400003,2004,A sow herd decision support system based on an embedded Markov model,"Pla, LM|Pomar, C|Pomar, J",COMPUTERS AND ELECTRONICS IN AGRICULTURE,decision analysis markov decision process dss sow herds
8994,WOS:000294127800001,2011,How many tracers do we need for end member mixing analysis (EMMA)? A sensitivity analysis,"Barthold, FK|Tyralla, C|Schneider, K|Vache, KB|Frede, HG|Breuer, L",WATER RESOURCES RESEARCH,
8995,WOS:000323387800004,2013,Olive-oil mill wastewater transport under unsaturated and saturated laboratory conditions using the geoelectrical resistivity tomography method and the FEFLOW model,"Seferou, P|Soupios, P|Kourgialas, NN|Dokou, Z|Karatzas, GP|Candasayar, E|Papadopoulos, N|Dimitriou, V|Sarris, A|Sauter, M",HYDROGEOLOGY JOURNAL,hydrogeophysics laboratory experiment transport modeling phenol
8996,WOS:000168845200027,2001,Uncertainty analysis using corrected first-order approximation method,"Tyagi, A|Haan, CT",WATER RESOURCES RESEARCH,
8997,WOS:000333204200018,2014,Sensitivity coefficient-based uncertainty analysis for multi-functionality in LCA,"Jung, J|von der Assen, N|Bardow, A",INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,"analytical uncertainty propagation multi-functionality, allocation sensitivity analysis uncertainty analysis"
8998,WOS:000412480000003,2017,"Evaluation of water-use policies for baseflow recovery during droughts in an agricultural intensive karst watershed: Case study of the lower Apalachicola-Chattahoochee-Flint River Basin, southeastern United States","Singh, S|Mitra, S|Srivastava, P|Abebe, A|Torak, L",HYDROLOGICAL PROCESSES,drought irrigation karst modfe stream-aquifer flux
8999,WOS:000350685200007,2015,A tolerance-based heuristic approach for the weighted independent set problem,"Goldengorin, BI|Malyshev, DS|Pardalos, PM|Zamaraev, VA",JOURNAL OF COMBINATORIAL OPTIMIZATION,combinatorial optimization independent set problem heuristics notion of a tolerance
9000,WOS:000304686500002,2012,Modeling and sensitivity analysis of styrene monomer production process and investigation of catalyst behavior,"Tamsilian, Y|Ebrahimi, AN|Ramazani, SAA|Abdollahzadeh, H",COMPUTERS & CHEMICAL ENGINEERING,styrene monomer dehydrogenation reactors hougen-watson method dusty-gas method mathematical simulation and modeling
9001,WOS:000084223700002,2000,Performance evaluation and dynamic node generation criteria for 'principal component analysis' neural networks,"Tzafestas, ES|Nikolaidou, A|Tzafestas, SG",MATHEMATICS AND COMPUTERS IN SIMULATION,neural networks data projection principal component analysis pca neural network evaluation dynamic node generation
9002,WOS:000408275500062,2017,Development and application of a novel method for regional assessment of groundwater contamination risk in the Songhua River Basin,"Nixdorf, E|Sun, YY|Lin, M|Kolditz, O",SCIENCE OF THE TOTAL ENVIRONMENT,groundwater contamination risk hazard
9003,WOS:000406818500009,2017,Estimates of plant density of wheat crops at emergence from very low altitude UAV imagery,"Jin, XL|Liu, SY|Baret, F|Hemerle, M|Comar, A",REMOTE SENSING OF ENVIRONMENT,plant density unmanned aerial vehicle computer vision algorithm particle swarm optimization (pso)-support vector machine (svm) winter wheat
9004,WOS:000352701700002,2015,A MIXED UNCERTAINTY QUANTIFICATION APPROACH USING EVIDENCE THEORY AND STOCHASTIC EXPANSIONS,"Shah, H|Hosder, S|Winter, T",INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION,evidence theory polynomial chaos point-collocation uncertainty quantification computational fluid dynamics representation of uncertainty
9005,WOS:000406286200019,2017,A subagging regression method for estimating the qualitative and quantitative state of groundwater,"Jeong, J|Park, E|Han, WS|Kim, KY",HYDROGEOLOGY JOURNAL,groundwater monitoring statistical modeling subagging regression gaussian process regression non-gaussian distribution
9006,WOS:000259887400019,2008,An exposure and risk assessment for fluoride and trace metals in black tea,"Sofuoglu, SC|Kavcar, P",JOURNAL OF HAZARDOUS MATERIALS,black teak aluminum arsenic fluorosis alzheimer's disease
9007,WOS:000315863300021,2013,Mathematical modeling of the spread of divorce in Spain,"Duato, R|Jodar, L",MATHEMATICAL AND COMPUTER MODELLING,social mathematical model divorce economic scenarios
9008,WOS:000182015600003,2003,Critical loads of acidity for Irish lakes,"Aherne, J|Curtis, CJ",AQUATIC SCIENCES,steady-state water chemistry (sswc) model acid sensitivity sulphate deposition nitrogen leaching exceedance uncertainty
9009,WOS:000406800200003,2017,Patch size setup and performance/cost trade-offs in multi-objective EM-driven antenna optimization using sequential domain patching,"Koziel, S|Bekasiewicz, A",ENGINEERING COMPUTATIONS,surrogate modeling antenna design multi-objective optimization sequential domain patching variable-fidelity simulations
9010,WOS:000187860600002,2003,Uncertainty reduction and characterization for complex environmental fate and transport models: An empirical Bayesian framework incorporating the stochastic response surface method,"Balakrishnan, S|Roy, A|Ierapetritou, MG|Flach, GP|Georgopoulos, PG",WATER RESOURCES RESEARCH,srsm bayesian inference metropolis hastings markov chain monte carlo (mcmc) input distributions uncertainty analysis
9011,WOS:000374692200008,2016,A quantitative risk ranking model to evaluate emerging organic contaminants in biosolid amended land and potential transport to drinking water,"Clarke, R|Healy, MG|Fenton, O|Cummins, E",HUMAN AND ECOLOGICAL RISK ASSESSMENT,water contaminants biosolids risk soil human consumption
9012,WOS:000402007000005,2017,The association between air pollution and type 2 diabetes in a large cross-sectional study in Leicester: The CHAMPIONS Study,"O'Donovan, G|Chudasama, Y|Grocock, S|Leigh, R|Dalton, AM|Gray, LJ|Yates, T|Edwardson, C|Hill, S|Henson, J|Webb, D|Khunti, K|Davies, MJ|Jones, AP|Bodicoat, DH|Wells, A",ENVIRONMENT INTERNATIONAL,"air pollutants diabetes mellitus, type 2 cross-sectional studies"
9013,WOS:000329809700004,2014,HydroGen: an Artificial Water Distribution Network Generator,"De Corte, A|Sorensen, K",WATER RESOURCES MANAGEMENT,water distribution networks network generation hydrogen water distribution network design
9014,WOS:000224929700031,2004,Modelling the biological performance of a side-stream membrane bioreactor using ASM1,"Tian, KJ|Liu, XA|Jiang, T|Kennedy, MD|Schippers, JC|Vanrolleghem, PA",JOURNAL OF ENVIRONMENTAL SCIENCES,membrane bioreactor modelling parameter estimation
9015,WOS:000337555800008,2014,Gradient based optimal seismic retrofitting of 3D irregular buildings using multiple tuned mass dampers,"Daniel, Y|Lavan, O",COMPUTERS & STRUCTURES,optimal seismic design sensitivity analysis earthquake engineering performance based design tuned-mass dampers
9016,WOS:000286963100010,2011,Convergence and uncertainty analyses in Monte-Carlo based sensitivity analysis,"Yang, J",ENVIRONMENTAL MODELLING & SOFTWARE,sensitivity analysis uncertainty analysis sobol' method morris method linear regression method regionalized sensitivity analysis non-parametric smoothing
9017,WOS:000378360600044,2016,Tools for investigating the prior distribution in Bayesian hydrology,"Tang, YT|Marshall, L|Sharma, A|Smith, T",JOURNAL OF HYDROLOGY,bayesian hydrological modeling prior distribution parameter sensitivity kullback-leibler divergence elasticity
9018,WOS:000328522700015,2013,Application of seasonal SVR with chaotic gravitational search algorithm in electricity forecasting,"Ju, FY|Hong, WC",APPLIED MATHEMATICAL MODELLING,support vector regression (svr) seasonal mechanism chaotic gravitational search algorithm (cgsa) electricity forecasting
9019,WOS:000362369900004,2015,Calibration and Uncertainty Analysis Using the Sparrow Model for Dissolved-Solids Transport in the Upper Colorado River Basin,"Keum, J|Kaluarachchi, JJ",JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,salinity upper colorado river basin sparrow uncertainty water quality
9020,WOS:000286954800018,2011,CFD simulation of near-field pollutant dispersion on a high-resolution grid: A case study by LES and RANS for a building group in downtown Montreal,"Gousseau, P|Blocken, B|Stathopoulos, T|van Heijst, GJF",ATMOSPHERIC ENVIRONMENT,computational fluid dynamics (cfd) large eddy simulation (les) gas pollution urban area wind flow
9021,WOS:000303271800020,2012,Modeling the photocatalytic degradation of moxifloxacin by means of a stochastic cellular automaton,"Van der Weeen, P|Baetens, JM|Verwaeren, J|Van Doorslaer, X|Heynderickx, PM|Dewulf, J|De Baets, B",CHEMICAL ENGINEERING JOURNAL,cellular automata fluoroquinolones inverse problem solving moxifloxacin parameterization photocatalysis
9022,WOS:000236002400003,2006,Sensitivity analysis of structural response uncertainty propagation using evidence theory,"Bae, HR|Grandhi, RV|Canfield, RA",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,uncertainty quantification evidence theory sensitivity analysis plausibility
9023,WOS:000260920100004,2008,ON THE SENSITIVITY OF DESIRABILITY FUNCTIONS FOR MULTIRESPONSE OPTIMIZATION,"Aksezer, CS",JOURNAL OF INDUSTRIAL AND MANAGEMENT OPTIMIZATION,desirability functions parametric sensitivity analysis multiresponse optimization
9024,WOS:000222434800007,2004,Simulating nonequilibrium transport of atrazine through saturated soil,"Mao, M|Ren, L",GROUND WATER,
