# Data from Clarivate Analytics' Web of Science, retrieved 5 December 2018
# This file generated on 2018-12-12 14:21:07
item,id,year,title,AU,SO,DE
85,WOS:000426625700383,2017,Design of Gearbox in Pentahedral Machining Center,"Wei, Yu|Jing, W|Ning, |Huiyu, Z","PROCEEDINGS OF THE 7TH INTERNATIONAL CONFERENCE ON EDUCATION, MANAGEMENT, INFORMATION AND MECHANICAL ENGINEERING (EMIM 2017)",lathe bed|sensitivity analysis|optimization design
86,WOS:000342931400001,2014,A United Method for Sensitivity Analysis of the Locational Marginal Price Based on the Optimal Power Flow,"Yang, Liu|Deng, Chunlin",MATHEMATICAL PROBLEMS IN ENGINEERING,
87,WOS:000435610700004,2017,"Uncertainty based assessment of dynamic freshwater scarcity in semi-arid watersheds of Alberta, Canada","Faramarzi, Monireh|Abbaspour, Karim C.|Adamowicz, W. L. (Vic)|Lu, Wei|Fennell, Jon|Zehnder, Alexander J. B.|Goss, Greg G.",JOURNAL OF HYDROLOGY-REGIONAL STUDIES,hydrological modeling|blue water scarcity|groundwater stress|irrigated wheat yield|uncertainty analysis
88,WOS:000392939900001,2017,"The Impact of Para Rubber Expansion on Streamflow and Other Water Balance Components of the Nam Loei River Basin, Thailand","Wangpimool, Winai|Pongput, Kobkiat|Tangtham, Nipon|Prachansri, Saowanee|Gassman, Philip W.",WATER,hydrologic balance|swat model|land use change|evapotranspiration|plant parameters
89,WOS:000332048000016,2013,APPLICABILITY OF BIOCHEMICAL INDICES TO QUALITY ASSESSMNET OF SOIL PULLUTED WITH HEAVY METALS,"Wyszkowska, Jadwiga|Borowik, Agata|Kucharski, Miroslaw|Kucharski, Jan",JOURNAL OF ELEMENTOLOGY,cadmium|copper|zinc|soil enzymes|biochemical index of soil quality
90,WOS:000329595500023,2013,"Health risk assessment of inhalation exposure of irrigation workers and the public to trihalomethanes from reclaimed water in landscape irrigation in Tianjin, North China","Wang, Chen-Chen|Niu, Zhi-Guang|Zhang, Ying",JOURNAL OF HAZARDOUS MATERIALS,reclaimed water|trihalomethane|inhalation exposure|health risk assessment|monte carlo method
91,WOS:000354141100023,2015,OpenSMOKE plus plus : An object-oriented framework for the numerical modeling of reactive systems with detailed kinetic mechanisms,"Cuoci, A.|Frassoldati, A.|Faravelli, T.|Ranzi, E.",COMPUTER PHYSICS COMMUNICATIONS,detailed kinetics|ideal reactor|sensitivity analysis|stiff ode|flame
92,WOS:000335602500039,2013,A Closed Loop Supply Chain System with Flexible Manufacturing and Reverse Logistics Operation under Shortages for Deteriorating Items,"Singh, S. R.|Saxena, Neha|Mandal, JK|Mukhopadhyay, A",FIRST INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE: MODELING TECHNIQUES AND APPLICATIONS (CIMTA) 2013,production|remanufacturing|reverse logistics|shortages|flexible manufacturing/remanufacturing|waste disposal|deterioration
93,WOS:000314802400010,2013,Validation of a Meteosat Second Generation solar radiation dataset over the northeastern Iberian Peninsula,"Cristobal, J.|Anderson, M. C.",HYDROLOGY AND EARTH SYSTEM SCIENCES,
94,WOS:000390733300011,2017,A modelling framework to simulate river flow and pesticide loss via preferential flow at the catchment scale,"Villamizar, M. L.|Brown, C. D.",CATENA,pesticide|preferential flow|macro|spider|in-stream|catchment
95,WOS:000327483200018,2014,Combination of topology optimization and optimal control method,"Deng, Yongbo|Liu, Zhenyu|Liu, Yongshun|Wu, Yihui",JOURNAL OF COMPUTATIONAL PHYSICS,topology optimization|optimal control|optimal match
96,WOS:000362831400002,2015,On the uncertainty propagation in multiscale modeling of cortical bone elasticity,"Sansalone, V.|Gagliardi, D.|Desceliers, C.|Haiat, G.|Naili, S.",COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,cortical bone|continuum micromechanics|stochastic modeling|maximum entropy principle
97,WOS:000348952300032,2015,Reactive solute transport in physically and chemically heterogeneous porous media with multimodal reactive mineral facies: The Lagrangian approach,"Soltanian, Mohamad Reza|Ritzi, Robert W.|Dai, Zhenxue|Huang, Chao Cheng",CHEMOSPHERE,reactive transport|reactive mineral facies|hierarchical porous media|lagrangian-based theory
98,WOS:000275277600006,2010,MULTISCALE TRANSFORMATION FIELD ANALYSIS OF PROGRESSIVE DAMAGE IN FIBROUS LAMINATES,"Bahei-El-Din, Yehia A.|Khire, Ritesh|Hajela, Prabhat",INTERNATIONAL JOURNAL FOR MULTISCALE COMPUTATIONAL ENGINEERING,multiscale analysis|progressive damage|fibrous composites|laminates|transformation fields
99,WOS:000358809600016,2015,An inventory of the emission of ammonia from agricultural fertilizer application in China for 2010 and its high-resolution spatial distribution,"Xu, Peng|Zhang, Yisheng|Gong, Weiwei|Hou, Xikang|Kroeze, Carolien|Gao, Wei|Luan, Shengji",ATMOSPHERIC ENVIRONMENT,ammonia|agricultural fertilizer|emission inventory|spatial and temporal patterns|uncertainty analysis
100,WOS:000324227900013,2013,Assessing spatial uncertainties of land allocation using a scenario approach and sensitivity analysis: A study for land use in Europe,"Verburg, Peter H.|Tabeau, Andrzej|Hatna, Erez",JOURNAL OF ENVIRONMENTAL MANAGEMENT,spatial uncertainty|scenario approach|sensitivity analysis|land use|land cover
101,WOS:000282375700006,2010,Estimating carbon carrying capacity in natural forest ecosystems across heterogeneous landscapes: addressing sources of error,"Keith, Heather|Mackey, Brendan|Berry, Sandra|Lindenmayer, David|Gibbons, Philip",GLOBAL CHANGE BIOLOGY,carbon accounting baseline|forest carbon stocks|net primary production|total ecosystem carbon|uncertainty analysis
102,WOS:000340316300076,2014,Atmospheric transport and deposition of radionuclides released after the Fukushima Dai-chi accident and resulting effective dose,"Marzo, Giuseppe A.",ATMOSPHERIC ENVIRONMENT,radioactive materials|lagrangian atmospheric dispersion|fukushima accident|effective dose|sensitivity|model evaluation
103,WOS:000389314600081,2016,Demand Side Management Performance Evaluation for Commercial Enterprises,"Dong, Jun|Huo, Huijuan|Guo, Sen",SUSTAINABILITY,dsm performance evaluation|commercial enterprise|fuzzy set theory|sensitivity analysis
104,WOS:000397880700001,2016,Uncertainty Analysis on Risk Assessment of Water Inrush in Karst Tunnels,"Hao, Yiqing|Rong, Xiaoli|Ma, Linjian|Fan, Pengxian|Lu, Hao",MATHEMATICAL PROBLEMS IN ENGINEERING,
105,WOS:000395529100010,2017,Spatially Varied Open-Channel Flow with Increasing Discharge Equation,"Chipongo, Kudzai|Khiadani, Mehdi",JOURNAL OF HYDRAULIC ENGINEERING,drag coefficient|drag force|friction factor|lateral inflow|resistance|spatially varied flow
106,WOS:000332448800030,2014,PERSiST: a flexible rainfall-runoff modelling toolkit for use with the INCA family of models,"Futter, M. N.|Erlandsson, M. A.|Butterfield, D.|Whitehead, P. G.|Oni, S. K.|Wade, A. J.",HYDROLOGY AND EARTH SYSTEM SCIENCES,
107,WOS:000312273000045,2011,"The Implications of Ecological Sensitivity on Exploitation of Unutilized Land: A Case Study in Ji'Nan City, China","Wang, Xiaoming|Bian, Zhengfu|Wu, Y","2011 3RD INTERNATIONAL CONFERENCE ON ENVIRONMENTAL SCIENCE AND INFORMATION APPLICATION TECHNOLOGY ESIAT 2011, VOL 10, PT A",unutilized land|ecological sensitivity analysis|suitability evaluation|exploitation potential|ji'nan city
108,WOS:000347048200001,2014,Simulation Study on Train-Induced Vibration Control of a Long-Span Steel Truss Girder Bridge by Tuned Mass Dampers,"Wang, Hao|Tao, Tianyou|Cheng, Huaiyu|He, Xuhui",MATHEMATICAL PROBLEMS IN ENGINEERING,
109,WOS:000302212800001,2012,Relative Importance of Input Parameters in the Modeling of Soil Moisture Dynamics of Small Urban Areas,"Nishat, Shazia|Guo, Yiping|Baetz, Brian W.",JOURNAL OF HYDROLOGIC ENGINEERING,continuous simulation|water balance|evapotranspiration|global sensitivity analysis|monte carlo technique|sensitivity indices
110,WOS:000276591300027,2010,Structure validation of an integrated waterworks model for trihalomethanes simulation by applying regional sensitivity analysis,"Sun, F.|Chen, J.|Tong, Q.|Zeng, S.",SCIENCE OF THE TOTAL ENVIRONMENT,conventional waterworks|integrated model|regional sensitivity analysis|validation
111,WOS:000315265400014,2013,Uncertainty Intercomparison of Different Hydrological Models in Simulating Extreme Flows,"Chen, Xi|Yang, Tao|Wang, Xiaoyan|Xu, Chong-Yu|Yu, Zhongbo",WATER RESOURCES MANAGEMENT,hydrological model|uncertainty|intercomparison|glue method|streamflow extremes|threshold
112,WOS:000376030100097,2016,One-dimensional consolidation of saturated degradable porous media with degradation-dependent compressibility,"Xu, Xiao-Bing|Chen, Yun-Min|Xu, Wen-Jie|Guo, Qi-Gang|Zhan, Liang-Tong",ENVIRONMENTAL EARTH SCIENCES,consolidation|degradation|degradable porous media|pore pressure|saturated|waste
113,WOS:000309082400036,2012,Modeling simultaneous nitrification and denitrification (SND) in a fluidized bed biofilm reactor,"Seifi, Mohammad|Fazaelipoor, Mohammad Hassan",APPLIED MATHEMATICAL MODELLING,simultaneous nitrification and denitrification|modeling|three phase fluidized bed biofilm reactor|wastewater treatment
114,WOS:000287301900010,2011,Optimizing multi-reservoir operation rules: an improved HBMO approach,"Afshar, Abbas|Shafii, Mahyar|Bozorg-Haddad, Omid",JOURNAL OF HYDROINFORMATICS,genetic algorithms|hbmo|multi-reservoir systems|operation rule|optimization
115,WOS:000326203400067,2013,Interval multistage joint-probabilistic integer programming approach for water resources allocation and management,"Gu, J. J.|Huang, G. H.|Guo, P.|Shen, N.",JOURNAL OF ENVIRONMENTAL MANAGEMENT,dynamic|joint probability|multistage|scenarios|uncertainty|water resources
116,WOS:000371187500029,2016,Optimal design and sensitivity analysis of post-combustion CO2 capture process by chemical absorption with amines,"Arias, Ana M.|Mores, Patricia L.|Scenna, Nicolas J.|Mussati, Sergio F.",JOURNAL OF CLEANER PRODUCTION,co2 capture processes|optimal design|simultaneous optimization approach|chemical absorption with amines|sensitivity analysis|mathematical programming
117,WOS:000347395400069,2012,Numerical calibration of micro-parameters of the mixed gneiss rock in uniaxial compression,"Xu, S. L.|Lei, Q. G.|Li, X. J.|Cai, M",ROCK MECHANICS: ACHIEVEMENTS AND AMBITIONS,
118,WOS:000326816100005,2013,Uncertainty analysis in climate change assessments,"Katz, Richard W.|Craigmile, Peter F.|Guttorp, Peter|Haran, Murali|Sanso, Bruno|Stein, Michael L.",NATURE CLIMATE CHANGE,
119,WOS:000397362800026,2017,Scalable information inequalities for uncertainty quantification,"Katsoulakis, Markos A.|Rey-Bellet, Luc|Wang, Jie",JOURNAL OF COMPUTATIONAL PHYSICS,kullback leibler divergence|information metrics|uncertainty quantification|statistical mechanics|high dimensional systems|nonlinear response|phase diagrams
120,WOS:000330497600010,2014,Emergy analysis of a small hydropower plant in southwestern China,"Zhang, Li-Xiao|Pang, Ming-Yue|Wang, Chang-Bo",ECOLOGICAL INDICATORS,small hydropower|emergy analysis|environmental performance|unstable operation
121,WOS:000404209700001,2017,A Short Review of FDTD-Based Methods for Uncertainty Quantification in Computational Electromagnetics,"Zygiridis, Theodoros T.",MATHEMATICAL PROBLEMS IN ENGINEERING,
122,WOS:000344204500006,2014,Design sensitivity analysis and optimization of frequency averaged input power using the residue theorem,"Koo, Kunmo|D'Amico, Roberto|Pluymers, Bert|Desmet, Wim",COMPUTERS & STRUCTURES,design sensitivity analysis|input power|vibro-acoustics|residue theorem|frequency averaging
123,WOS:000340312000058,2014,Simulating smoke transport from wildland fires with a regional-scale air quality model: Sensitivity to spatiotemporal allocation of fire emissions,"Garcia-Menendez, Fernando|Hu, Yongtao|Odman, Mehmet T.",SCIENCE OF THE TOTAL ENVIRONMENT,cmaq|air quality|fire emissions|pm2.5|sensitivity analysis|modeling
124,WOS:000312386000099,2012,"An integrated simulation-monitoring framework for nitrogen assessment: a case study in the Baixi watershed, China","Chen, L.|Liu, R. M.|Huang, Q.|Chen, Y. X.|Gao, S. H.|Sun, C. C.|Shen, Z. Y.|Ou, S. Z.|Chen, S. L.|Yang, Z|Chen, B",18TH BIENNIAL ISEM CONFERENCE ON ECOLOGICAL MODELLING FOR GLOBAL CHANGE AND COUPLED HUMAN AND NATURAL SYSTEM,drinking water source|nonpoint source pollution|swat|simulation|monitor|acid rain|baixi watershed
125,WOS:000363964000027,2015,"Development, application, and sensitivity analysis of a water quality index for drinking water management in small systems","Scheili, A.|Rodriguez, Manuel J.|Sadiq, R.",ENVIRONMENTAL MONITORING AND ASSESSMENT,small systems|drinking water quality index|spatio-temporal variability|ccme water quality index|sensitivity analysis
126,WOS:000281934200008,2010,Sensitivity analysis of CDOM spectral slope in artificial and natural samples: an application in the central eastern Mediterranean Basin,"Bracchini, Luca|Tognazzi, Antonio|Dattilo, Arduino Massimo|Decembrini, Franco|Rossi, Claudio|Loiselle, Steven Arthur",AQUATIC SCIENCES,cdom|uv|spectroscopy|absorption|spectral slope|mediterranean basin
127,WOS:000315352100013,2013,"Material Flows and Energy Analysis of Glass Containers Discarded in New Jersey, USA","Tsai, Ching-Ling|Krogmann, Uta",JOURNAL OF INDUSTRIAL ECOLOGY,construction aggregate|glass containers|industrial ecology|material flow analysis (mfa)|recycling|recycling collection
128,WOS:000314989303109,2011,Towards a new regional flood frequency analysis method for Western Australia,"Haddad, K.|Rahman, A.|Weeks, W.|Kuczera, G.|Weinmann, P. E.|Chan, F|Marinova, D|Anderssen, RS",19TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2011),regional flood frequency analysis|western australia|bayesian generalised least squares regression|quantile regression technique|parameter regression technique
129,WOS:000414041300115,2017,Application of central composite design for optimization of preconcentration and determination of La (III) ion in water samples using the SBA-15-HESI and SBA-15-HESI-Fe3O4-NPs sorbents,"Dashtian, Kheibar|Zare-Dorabei, Rouholah|Jafarinia, Rana|Tehrani, Mahnaz Saghanejhad",JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING,magnetic solid phase extraction|lanthanum|mesoprous sba-15|central composite design|water samples
130,WOS:000303438200004,2012,"Ten Most Important Accomplishments in Risk Analysis, 1980-2010","Greenberg, Michael|Haas, Charles|Cox, Anthony|Lowrie, Karen|McComas, Katherine|North, Warner",RISK ANALYSIS,
131,WOS:000284191500008,2010,EFFECT OF SEED SIZE AND DROUGHT STRESS ON GERMINATION AND SEEDLING GROWTH OF NAKED OAT (AVENA SATIVA L.),"Mut, Z.|Akay, H.",BULGARIAN JOURNAL OF AGRICULTURAL SCIENCE,oat|seed size|drought stress|genotype|germination
132,WOS:000383299300008,2016,A unified pore-network algorithm for dynamic two-phase flow,"Sheng, Qiang|Thompson, Karsten",ADVANCES IN WATER RESOURCES,dynamic network model|microtomography|multiphase flow|relative permeability|fractional flow
133,WOS:000354220700003,2015,Comparison of WBNM and HEC-HMS for Runoff Hydrograph Prediction in a Small Urban Catchment,"Laouacheria, Fares|Mansouri, Rachid",WATER RESOURCES MANAGEMENT,catchment size|gis|runoff hydrograph|idf curves|hec-hms|wbnm|sensitivity analysis
134,WOS:000407657400023,2017,An integrated production-inventory model with defective item dependent stochastic credit period,"Das, Bibhas Chandra|Das, Barun|Mondal, Shyamal Kumar",COMPUTERS & INDUSTRIAL ENGINEERING,inventory|supply chain management|stochastic credit period|defective ratio|stochastic lead-time demand
135,WOS:000345268900060,2014,Streamflow modelling by remote sensing: A contribution to digital Earth,"Tan, M. L.|Latif, A. B.|Pohl, C.|Duan, Z.",8TH INTERNATIONAL SYMPOSIUM OF THE DIGITAL EARTH (ISDE8),
136,WOS:000366326800012,2015,"Uncertain hydrological modelling: application of the Pitman model in the Great Ruaha River basin, Tanzania","Tumbo, M.|Hughes, D. A.",HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,uncertainty|hydrological modelling|southern africa|hydrological constraints
137,WOS:000406725800030,2017,Market-driven automotive industry compliance with fuel economy and greenhouse gas standards: Analysis based on consumer choice,"Xie, Fei|Lin, Zhenhong",ENERGY POLICY,fuel economy standards|greenhouse gas standards|light-duty vehicles|consumer choice|electric vehicles
138,WOS:000302824900048,2011,Sensitivity analysis of Ria de Aveiro hydro-morphodynamics to the sea level rise integration period,"Lopes, C. L.|Silva, P. A.|Rocha, A.|Dias, J. M.",JOURNAL OF COASTAL RESEARCH,climate change|sediment transport|tidal prism
139,WOS:000371515800025,2016,Urban and rural transport of semivolatile organic compounds at regional scale: A multimedia model approach,"Song, Shuai|Su, Chao|Lu, Yonglong|Wang, Tieyu|Zhang, Yueqing|Liu, Shijie",JOURNAL OF ENVIRONMENTAL SCIENCES,land use|pah fate|regional scale|multimedia model
140,WOS:000378969300001,2016,Supervised domain adaptation of decision forests: Transfer of models trained in vitro for in vivo intravascular ultrasound tissue characterization,"Conjeti, Sailesh|Katouzian, Amin|Roy, Abhijit Guha|Peter, Loic|Sheet, Debdoot|Carlier, Stephane|Laine, Andrew|Navab, Nassir",MEDICAL IMAGE ANALYSIS,domain adaptation|random forests|intravascular ultrasound|tissue characterization
141,WOS:000381728300001,2016,Comparison of CO2 liquefaction pressures for ship-based carbon capture and storage (CCS) chain,"Seo, Youngkyun|Huh, Cheol|Lee, Sangick|Chang, Daejun",INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,carbon capture and storage (ccs)|ship transport|co2 liquefaction pressure|life cycle cost (lcc)
142,WOS:000302795100014,2012,Geospatially based distributed rainfall-runoff modelling for simulation of internal and outlet responses in a semi-forested lower Himalayan watershed,"Ramasankaran, R. A. A. J.|Kothyari, U. C.|Ghosh, S. K.|Malcherek, A.|Murugesan, K.",HYDROLOGICAL PROCESSES,blind validation|distributed runoff model|distributed runoff validation|event oriented|kinematic wave routing|gis|watershed model
