,AU,SO,copyright,title,year
7224,"Moe, I. R.|Kure, S.|Januriyadi, N. F.|Kazama, S.|Udo, K.|Koshimura, S.|Dunn, CN|VanWeele, B","WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2017: WATERSHED MANAGEMENT, IRRIGATION AND DRAINAGE, AND WATER RESOURCES PLANNING AND MANAGEMENT",,"Development of a Rainfall Runoff and Flood Inundation Model for Jakarta, Indonesia, and Its Sensitivity Analysis of Datasets to Flood Inundation",2017
7225,"Burg, Marieka Brouwer|Peeters, Hans|Lovis, William A.|Burg, MB|Peeters, H|Lovis, WA",UNCERTAINTY AND SENSITIVITY ANALYSIS IN ARCHAEOLOGICAL COMPUTATIONAL MODELING,,Introduction to Uncertainty and Sensitivity Analysis in Archaeological Computational Modeling,2016
7230,"Walker, R|Drzyzga, SA|Li, YL|Qi, JG|Caldas, M|Arima, E|Vergara, D",ECOLOGICAL APPLICATIONS,,A behavioral model of landscape change in the Amazon Basin: The colonist case,2004
7237,"Matsumoto, Mitsuyo|Neyama, Atsushi","ICONE16: PROCEEDING OF THE 16TH INTERNATIONAL CONFERENCE ON NUCLEAR ENGINEERING - 2008, VOL 2",,UNCERTAINTY ANALYSIS TOOL FOR THE PERFORMANCE ASSESSMENT OF THE HIGH LEVEL RADIOACTIVE WASTE DISPOSAL SYSTEM,2008
7244,"Wang, G|Gertner, G|Parysow, P|Anderson, AB",JOURNAL OF SOIL AND WATER CONSERVATION,,Spatial prediction and uncertainty analysis of topographic factors for the Revised Universal Soil Loss Equation (RUSLE),2000
7249,"Karmanah, |Maslahat, M.|Nurhayati, Dan L.|Hardhienata, H",WORKSHOP AND INTERNATIONAL SEMINAR ON SCIENCE OF COMPLEX NATURAL SYSTEMS,,Morphology and isozyme band-profile as sexual determinant of nutmeg plant (Myristica fragrants Houtt),2016
7264,"Bergamaschi, Sonia|Po, Laura|Monfort, |Krempels, KH","WEB INFORMATION SYSTEMS AND TECHNOLOGIES, WEBIST 2014",,Comparing LDA and LSA Topic Models for Content-Based Movie Recommendation Systems,2015
7265,"Rouholahnejad, E.|Sadrnejad, S. A.|Anderssen, RS|Braddock, RD|Newham, LTH",18TH WORLD IMACS CONGRESS AND MODSIM09 INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,,Numerical simulation of leachate transport into the groundwater at landfill sites,2009
7267,"Krause, P.|Bende-Michl, U.|Fink, M.|Helmschrot, J.|Kralisch, S.|Kuenne, A.|Anderssen, RS|Braddock, RD|Newham, LTH",18TH WORLD IMACS CONGRESS AND MODSIM09 INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,,Parameter sensitivity analysis of the JAMS/J2000-S model to improve water and nutrient transport process simulation - a case study for the Duck catchment in Tasmania,2009
7279,"Hublart, P.|Ruelland, D.|De Cortazar Atauri, I. Garcia|Ibacache, A.|Vaze, J|Chiew, F|Hughes, D|Andreassian, ",HYDROLOGIC NON-STATIONARITY AND EXTRAPOLATING MODELS TO PREDICT THE FUTURE,,Reliability of a conceptual hydrological model in a semi-arid Andean catchment facing water-use changes,2015
7282,"Fragkopoulos, Ioannis S.|Theodoropoulos, Constantinos|Klemes, JJ|Varbanov, PS|Liew, PY","24TH EUROPEAN SYMPOSIUM ON COMPUTER AIDED PROCESS ENGINEERING, PTS A AND B",,Efficient Computational Methods for Microscopic Simulations in Multi-scale Systems,2014
7284,"Hussein, Ashraf S.",PROCEEDINGS OF THE 2016 SAI COMPUTING CONFERENCE (SAI),,Visualizing Document Similarity Using N-Grams and Latent Semantic Analysis,2016
7285,"Husnil, Yuli Amalia|Park, Changuk|Lee, Moonyong|Karimi, IA|Srinivasan, R","11TH INTERNATIONAL SYMPOSIUM ON PROCESS SYSTEMS ENGINEERING, PTS A AND B",,Simulation based Heuristics Approach for Plantwide Control of Propane Precooled Mixed Refrigerant in Natural Gas Liquefaction Process,2012
7291,"Iliopoulos, Athanasios|Michopoulos, John G.|Orifici, Adrian C.|Thomson, Rodney S.","PROCEEDINGS OF THE ASME INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE, 2011, VOL 2, PTS A AND B",,EXPERIMENTAL VALIDATION OF THE 2D MESHLESS RANDOM GRID METHOD,2012
7296,"Provoost, J|Cornelis, C|Seuntjens, P|Brebbia, CA",RISK ANALYSIS III,,Estimation of human indoor air exposure from soil contamination with benzene and ethylbenzene using probabilistic risk assessment,2002
7303,"Bozkurt, Hande|Quaglia, Alberto|Gernaey, Krist V.|Sin, Gurkan|Klemes, JJ|Varbanov, PS|Liew, PY","24TH EUROPEAN SYMPOSIUM ON COMPUTER AIDED PROCESS ENGINEERING, PTS A AND B",,Superstructure Development and Optimization under Uncertainty for Design and Retrofit of Municipal Wastewater Treatment Plants,2014
7311,"Fu, Jianlin|Wen, Xian-Huan|Du, Song|GomezHernandez, JJ|RodrigoIlarri, J|RodrigoClavero, ME|Cassiraga, E|VargasGuzman, JA",GEOSTATISTICS VALENCIA 2016,,Efficient Uncertainty Quantification and History Matching of Large-Scale Fields Through Model Reduction,2017
7315,"Ding Tao, |Hu Guojian, |Liu Liming, |Zhou, ",2011 INTERNATIONAL CONFERENCE ON ENERGY AND ENVIRONMENTAL SCIENCE-ICEES 2011, Elsevier Ltd. Selection and/or peer-review under responsibility of the Organizers of 2011 International Conference on Energy and Environmental Science.,Sensitivity Analysis on Environmental Capacity Model of Nitrogen and Phosphorus for Lake and Reservoir (Retracted Article),2011
7316,"Belega, Daniel|Dallet, Dominique|Petri, Dario",2009 IEEE INTERNATIONAL WORKSHOP ON ADVANCED METHODS FOR UNCERTAINTY ESTIMATION IN MEASUREMENT,,Uncertainty Analysis of the Normalized Frequency Estimation by Multipoint Interpolated DFT Approach,2009
7326,"Rana, Mashud|Koprinska, Irena|Khosravi, Abbas|KoprinkovaHristova, P|Mladenov, |Kasabov, NK",ARTIFICIAL NEURAL NETWORKS,,Feature Selection for Interval Forecasting of Electricity Demand Time Series Data,2015
7329,"Alfano, F. R. d'Ambrosio|Palella, B. I.|Riccio, G.|Brebbia, CA",ENVIRONMENTAL HEALTH RISK IV,,The role of measurement accuracy on the heat stress assessment according to ISO 7933 : 2004,2007
7331,"Ray, C|Vogel, TA|Gerke, HH",PREFERENTIAL FLOW: WATER MOVEMENT AND CHEMICAL TRANSPORT IN THE ENVIRONMENT,,Effects of Chemical reaction variability on preferential flow,2000
7343,"Springmann, M|Kuna, M|Brebbia, CA|VarvaniFarahani, A",DAMAGE AND FRACTURE MECHANICS VIII,,Identification of material parameters of inelastic constitutive laws from displacement fields,2004
7346,"Ma, X. Y.|Wu, K.|Wang, YX",CALIBRATION AND RELIABILITY IN GROUNDWATER MODELING: MANAGING GROUNDWATER AND THE ENVIRONMENT,,Risk analysis using stochastic reliability methods applied to Jinan district groundwater quality model,2009
7355,"Zhang, CY|Ye, Y|Arabnia, HR|Ajwa, IA|Gravvanis, GA","MSV'04 & AMCS'04, PROCEEDINGS",,Three-dimensional biomedical optical image reconstruction with referenced sensitivity analysis,2004
7358,"Dantu, R|Cangussu, JW|Turi, J|Kantor, P|Muresan, G|Roberts, F|Zeng, DD|Wang, FY|Chen, H|Merkle, RC","INTELLIGENCE AND SECURITY INFORMATICS, PROCEEDINGS",,Sensitivity analysis of an attack containment model,2005
7361,"Ballarini, E.|Bauer, S.|Eberhardt, C.|Beyer, C.|Oswald, SE|Kolditz, O|Attinger, S",MODELS - REPOSITORIES OF KNOWLEDGE,,Numerical simulation of bench-scale tank experiments to quantify transverse dispersion,2012
7362,"Cheng, Shu-ling|Chang, Hae-Ching|Ikeda, M|Ashley, KD|Chan, TW","INTELLIGENT TUTORING SYSTEMS, PROCEEDINGS",,Multicriteria automatic essay assessor generation by using TOPSIS model and genetic algorithm,2006
7364,"Korzani, Maziar Gholami|Galindo-Torres, Sergio A.|Scheuermann, Alexander|Williams, David J.",WATER SCIENCE AND ENGINEERING, (C) 2017 Hohai University. Production and hosting by Elsevier B.V.,Parametric study on smoothed particle hydrodynamics for accurate determination of drag coefficient for a circular cylinder,2017
7367,"Ahari, Roya M.|Niaki, S. T. A.|Lee, G",INTERNATIONAL CONFERENCE ON FUTURE INFORMATION ENGINEERING (FIE 2014), Published by Elsevier B. V.,Contractor Selection in Gas Well-drilling Projects with Quality Evaluation Using Neuro-fuzzy Networks,2014
7376,"Gao, MM|Zhou, MC","2003 IEEE INTERNATIONAL SYMPOSIUM ON ELECTRONICS & THE ENVIRONMENT, CONFERENCE RECORD",,Product sustainability improvement based on performance of product components,2003
7382,"Oldenburg, CM|Stevens, SH|Benson, SM|Gale, J|Kaya, Y","GREENHOUSE GAS CONTROL TECHNOLOGIES, VOLS I AND II, PROCEEDINGS",,Economic feasibility of carbon sequestration with enhanced gas recovery (CSEGR),2003
7386,"Chen, Sheng|Lin, Guancheng|Tan, XZ","2008 INTERNATIONAL CONFERENCE ON MULTIMEDIA AND INFORMATION TECHNOLOGY, PROCEEDINGS",,Cymbal-type Receiver Produced with PLZT Ceramic,2008
7389,"Brouyere, S|Dassargues, A|Therrien, R|Sudicky, EA|Stauffer, F|Kinzelbach, W|Kovar, K|Hoehn, E",CALIBRATION AND RELIABILITY IN GROUNDWATER MODELLING: COPING WITH UNCERTAINTY,,Modelling of dual porosity media: comparison of different techniques and evaluation of the impact on plume transport simulations,2000
7404,"Astudillo, Ramon F.|Correia, Joana|Trancoso, Isabel","16TH ANNUAL CONFERENCE OF THE INTERNATIONAL SPEECH COMMUNICATION ASSOCIATION (INTERSPEECH 2015), VOLS 1-5",,Integration of DNN based Speech Enhancement and ASR,2015
7421,"Dang, Suzhen|Liu, Changming|Du, ZY|Li, CB",ENVIRONMENT MATERIALS AND ENVIRONMENT MANAGEMENT,,Effects and Sensitivity of Soot-induced Snow Albedo Change on Snowpack,2011
7433,"Yeter, Baran|Garbatov, Yordan|Guedes Soares, C.","PROCEEDINGS OF THE ASME 35TH INTERNATIONAL CONFERENCE ON OCEAN, OFFSHORE AND ARCTIC ENGINEERING , 2016, VOL 3",,RELIABILITY OF OFFSHORE WIND TURBINE SUPPORT STRUCTURES SUBJECTED TO EXTREME WAVE-INDUCED LOADS AND DEFECTS,2016
7436,"Manolopoulos, H.|Halbert, B. E.|Paton, C. R.|Scharer, J. M.|Rico, DP|Brebbia, CA|Esteve, YV",WATER POLLUTION IX,,Application of dynamic parametric sensitivity analysis for identifying contaminant sources in a watershed,2008
7443,"Bhalerao, Kishor D.|Poursina, Mohammad|Anderson, Kurt S.","PROCEEDINGS OF ASME INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE, VOL 4, PTS A-C",,LOGARITHMIC COMPLEXITY SENSITIVITY ANALYSIS OF FLEXIBLE MULTIBODY SYSTEMS,2010
7447,"Chalumuri, S|Venigalla, MM",ENERGY AND ENVIRONMENTAL CONCERNS 2004,,Methodology for deriving vehicle activity parameters from travel survey databases,2004
7449,"Yang, Hsi-Hsien|Chen, Ho-Wen|Chi, Tze-Wen|Chuang, Pao-Yu",AEROSOL AND AIR QUALITY RESEARCH,,Analysis of atmospheric ozone concentration trends as measured by eighth highest values,2008
7453,"Tam, Yik-Cheung|Schultz, Tanja","INTERSPEECH 2007: 8TH ANNUAL CONFERENCE OF THE INTERNATIONAL SPEECH COMMUNICATION ASSOCIATION, VOLS 1-4",,Bilingual LSA-based Translation Lexicon Adaptation for Spoken Language Translation,2007
7459,"Albrecht, C.|Hosser, D.|Faber, MH|Kohler, J|Nishijima, K",APPLICATIONS OF STATISTICS AND PROBABILITY IN CIVIL ENGINEERING,,Assessment of risk to life safety in fire compartments using an adaptive response surface methodology,2011
7465,"Neel, A|Garzon, M|Penumatsa, P|Negoita, MG|Howlett, RJ|Jain, LC","KNOWLEDGE-BASED INTELLIGENT INFORMATION AND ENGINEERING SYSTEMS, PT 1, PROCEEDINGS",,Improving the quality of semantic retrieval in DNA-based memories with learning,2004
7467,"Park, Minkyu|Anumol, Tarun|Snyder, Shane A.",ENVIRONMENTAL SCIENCE-WATER RESEARCH & TECHNOLOGY,,Modeling approaches to predict removal of trace organic compounds by ozone oxidation in potable reuse applications,2015
7468,"Kahler, Bart|Blasch, Erik|Goodwon, Lloyd|Dasarathy, BV","MULTISENSOR, MULTISOURCE INFORMATION FUSION: ARCHITECTURES, ALGORITHMS, AND APPLICATIONS 2007",,Operating condition modeling for ATR fusion assessment,2007
7470,"Bokil, V. A.|Gibson, N. L.|McGregor, D. A.|Woodside, C. R.",XXVI IUPAP CONFERENCE ON COMPUTATIONAL PHYSICS (CCP2014),,Toward Estimating Current Densities in Magnetohydrodynamic Generators,2015
7480,"Law, AM|Kuhl, ME|Steiger, NM|Armstrong, FB|Joines, JA","PROCEEDINGS OF THE 2005 WINTER SIMULATION CONFERENCE, VOLS 1-4",,How to build valid and credible simulation models,2005
7484,"Hong, Eun-Mi|Pachepsky, Yakov A.|Whelan, Gene|Nicholson, Thomas",CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,,Simpler models in environmental studies and predictions,2017
7487,"Tomacheski, D.|Pittol, M.|Simoes, D. N.|Ribeiro, V. F.|Santana, R. M. C.",GLOBAL JOURNAL OF ENVIRONMENTAL SCIENCE AND MANAGEMENT-GJESM,,Impact of silver ions and silver nanoparticles on the plant growth and soil microorganisms,2017
7491,"Yang, Wei|Zhou, Hao|Liu, Junyong|Dai, Songling|Ma, Zhao|Liu, Youbo",2015 INTERNATIONAL SYMPOSIUM ON SMART ELECTRIC DISTRIBUTION SYSTEMS AND TECHNOLOGIES (EDST),,Market Evolution Modeling for Electric Vehicles based on System Dynamics and Multi-Agents,2015
7494,"Mishra, Prabuddh Kumar|Rai, Suresh Chand",MOUNTAIN RESEARCH AND DEVELOPMENT,,"A Cost-Benefit Analysis of Indigenous Soil and Water Conservation Measures in Sikkim Himalaya, India",2014
7495,"Ma, X. Y.|Wu, K.|Wang, YX|Ge, S|Hill, MC|Zheng, CM",CALIBRATION AND RELIABILITY IN GROUNDWATER MODELLING: MANAGING GROUNDWATER AND THE ENVIRONMENT,,Risk analysis of groundwater pollution,2011
7498,"Sulek, P.|Kinczer, T.|Dusicka, P.|Riha, J|Julinek, T|Adam, K",14TH INTERNATIONAL SYMPOSIUM - WATER MANAGEMENT AND HYDRAULIC ENGINEERING 2015,,Influence of Genetic Algorithms Parameters on the Optimization of Hydrothermal Coordination Problem,2015
7507,"Tsai, Christina|Li, Mao|Zhaoyin, W|Lee, JHW|Jizhang, G|Shuyou, C","PROCEEDINGS OF THE 35TH IAHR WORLD CONGRESS, VOLS III AND IV",,Uncertainty Analysis of DO Concentrations in the Buffalo River Using the Perturbance Moments Method,2013
7508,"Freedman, VL|Waichler, |Cole, CR|Vermeul, VR|Bergeron, MP",GROUND WATER,,Identifying the potential loss of monitoring wells using an uncertainty analysis,2005
7513,"Jiang, YQ|Yao, Y|Ma, ZL","PROCEEDINGS OF THE 4TH INTERNATIONAL CONFERENCE ON INDOOR AIR QUALITY, VENTILATION AND ENERGY CONSERVATION IN BUILDINGS, VOLS I-III",,Study on optimal energy balance point of the water heater/chiller units of air source heat pump,2001
7515,"Siena, M.|Guadagnini, A.|Riva, M.|Gouze, P.|Smolarkiewicz, P. K.|Winter, C. L.|Hyman, J. D.|Inzoli, F.|Guedon, G.|Colombo, E.|Hadi, K|Copty, NK",GROUNDWATER MODELING AND MANAGEMENT UNDER UNCERTAINTY,,A comparison of body-fitted and immersed boundary methods for pore-scale modeling of fully saturated flow in synthetic porous media,2012
7523,"Parsapour-Moghaddam, Parna|Rennie, Colin D.|Mynett, A",PROCEEDINGS OF THE 36TH IAHR WORLD CONGRESS,,ADCP VALIDATION OF 3D MORPHODYNAMIC MODELLING IN CLAY-BED MEANDERING RIVERS,2015
7531,"Shariff, S. Sarifah Radiah|Omar, Mohd|Moin, Noor Hasnah","2016 INTERNATIONAL CONFERENCE ON INDUSTRIAL ENGINEERING, MANAGEMENT SCIENCE AND APPLICATIONS (ICIMSA)",,Location Routing Inventory Problem with Transshipment points using p-center,2016
7538,"Pekarskas, Juozas|Raskauskiene, Anzelika","RURAL DEVELOPMENT 2005, VOL 2, BOOK 2, PROCEEDINGS",,Influence of winter wheat growing at agroecological centre of Lithuanian University of Agriculture on yield and its quality,2005
7541,"Sandmann, Constantin|Hodneland, Erlend|Modersitzki, Jan",JOURNAL OF ALGORITHMS & COMPUTATIONAL TECHNOLOGY,,A practical guideline for T-1 reconstruction from various flip angles in MRI,2016
7546,"Liu, Manzhi|Shen, Bo|Han, Yafeng|Price, Lynn|Xu, Mingchao|Yan, J|Shamim, T|Chou, SK|Li, H","CLEAN, EFFICIENT AND AFFORDABLE ENERGY FOR A SUSTAINABLE FUTURE", (C) 2015 Published by Elsevier lid. This is an open access article under the CC-BY-NC-ND license,Cost-effectiveness Analysis on Measures to Improve China's Coal-fired Industrial Boiler,2015
7548,"Kanwar, Neeraj|Gupta, Nikhil|Swarnkar, Anil|Niazi, K. R.|Bansal, R. C.|Yan, J|Shamim, T|Chou, SK|Li, H","CLEAN, EFFICIENT AND AFFORDABLE ENERGY FOR A SUSTAINABLE FUTURE", Published by Elsevier Ltd.,New Sensitivity based Approach for Optimal Allocation of Shunt Capacitors in Distribution Networks using PSO,2015
7559,"Feng, Xiaoyi|Ji, Mengchen|Li, Zhengyang|Qu, Xinghua|Liu, Bo",2017 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC),,Team Effectiveness Based Optimization A Human-inspired Metaheuristic Algorithm,2017
7561,"Marti, K|Aurnhammer, A",MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,,Robust optimal trajectory planning for robots by stochastic optimization,2002
7565,"Tran, K. T.|Ouahsine, A.|Naceur, H.|Hissel, F.|Pourplanche, A.|Papadrakakis, M|Onate, E|Schrefler, B",COMPUTATIONAL METHODS FOR COUPLED PROBLEMS IN SCIENCE AND ENGINEERING IV,,COEFFICIENT IDENTIFICATION FOR SHIP MANOEUVRING SIMULATION MODEL BASED ON OPTIMIZATION TECHNIQUES,2011
7569,"Bashkirtseva, I.|Ryashko, L.|Stikhin, P.",FLUCTUATION AND NOISE LETTERS,,NOISE-INDUCED BACKWARD BIFURCATIONS OF STOCHASTIC 3D-CYCLES,2010
7572,"Feinberg, Jonathan|Clark, Stuart|Piantadosi, J|Anderssen, RS|Boland, J",20TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2013),,RoseDist: Generalized Tool for Simulating with Non-Standard Probability Distributions,2013
7585,"Sadek, AW|Baah, B",INTELLIGENT TRANSPORTATION SYSTEMS AND VEHICLE-HIGHWAY AUTOMATION 2003,,Cost-effectiveness of intelligent transportation system (ITS) deployment in a medium-sized area - Case study with ITS deployment analysis system,2003
7587,"Reilly, W. Scott Neal|Guarino, Sean L.|Kellihan, Bret","PROCEEDINGS OF THE 2007 WINTER SIMULATION CONFERENCE, VOLS 1-5",,Model-based measurement of situation awareness,2007
7595,"Yin, Zhane|Wen, Jiahong|Xu, Shiyuan|Li, D|Ge, Y|Foody, GM","PROCEEDINGS OF THE 8TH INTERNATIONAL SYMPOSIUM ON SPATIAL ACCURACY ASSESSMENT IN NATURAL RESOURCES AND ENVIRONMENTAL SCIENCES, VOL II",,Uncertainty analysis for remote sensing classification in the context of disaster studies in Shanghai,2008
7609,"Barashev, D","DIGITAL LIBRARIES: ADVANCED METHODS AND TECHNOLOGIES, DIGITAL COLLECTIONS",,Supporting regular expressions in queries to distributed XML documents,2003
7614,"Saltelli, Andrea|Vidoni, Daniele|Mascherini, Massimiliano|Baveye, PC|Laba, M|Mysiak, J",UNCERTAINTIES IN ENVIRONMENTAL MODELLING AND CONSEQUENCES FOR POLICY MAKING,,Recommended practices in global sensitivity analysis,2009
7615,"Qu, Honggang|Pan, Mao|Ming, Jing|Dong, Pan|Zhao, P|Agterberg, F|Cheng, Q","PROCEEDINGS OF THE IAMG '07: GEOMATHEMATICS AND GIS ANALYSIS OF RESOURCES, ENVIRONMENT AND HAZARDS",,Model assessment and quality control in three-dimensional geological surface modeling,2007
7616,"Caniou, Y.|Sudret, B.|Faber, MH|Kohler, J|Nishijima, K",APPLICATIONS OF STATISTICS AND PROBABILITY IN CIVIL ENGINEERING,,Distribution-based global sensitivity analysis in case of correlated input parameters using polynomial chaos expansions,2011
7618,"Qin, Lv|Zhou, M","2011 3RD WORLD CONGRESS IN APPLIED COMPUTING, COMPUTER SCIENCE, AND COMPUTER ENGINEERING (ACC 2011), VOL 4",,A Multi-supplier Single-buyer Revenue Game Model Based on VMI with Buyer Leading,2011
7619,"Pilato, Giovanni|Maniscalco, Umberto|Samsonovich, AV|Klimov, VV","7TH ANNUAL INTERNATIONAL CONFERENCE ON BIOLOGICALLY INSPIRED COGNITIVE ARCHITECTURES, (BICA 2016)",,A Framework based on Semantic Spaces and Glyphs for Social Sensing on Twitter,2016
7620,"Kviriashvili, Z.",JOURNAL OF ENVIRONMENTAL PROTECTION AND ECOLOGY,,BIO-FARMING IN GEORGIA,2008
7622,"Bruggemann, Rainer|Annoni, Paola",MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,,Average Heights in Partially Ordered Sets,2014
7624,"Jalaii-Heravi, Mehdi|Kyani, Anahita|Afsari-Mamaghani, Sepideh|Ghadiri-Bidhendi, Atieh",QSAR & COMBINATORIAL SCIENCE,,Quantitative structure-retention relationship study of benzodiazepines using adaptive neuro fuzzy inference system as feature selection method,2008
7625,"Rasheed, Muhibur|Clement, Nathan|Bhowmick, Abhishek|Bajaj, Chandrajit","PROCEEDINGS OF THE 7TH ACM INTERNATIONAL CONFERENCE ON BIOINFORMATICS, COMPUTATIONAL BIOLOGY, AND HEALTH INFORMATICS",,Statistical Framework for Uncertainty Quantification in Computational Molecular Modeling,2016
7639,"Merrifield, John",WATER RESOURCES AND ECONOMICS," (C) 2014 Elsevier By, All rights reserved.",Aquifer storage wellfield assessment and design through benefit-cost-sensitivity analysis,2015
7641,"Plourde, Eric|Champagne, Benoit","2007 CANADIAN CONFERENCE ON ELECTRICAL AND COMPUTER ENGINEERING, VOLS 1-3",,Further analysis of the beta-order MMSE STSA estimator for speech enhancement,2007
7642,"Papaefthymiou, G|Tsanakas, A|Schavemaker, PH|van der Sluis, L",2004 INTERNATIONAL CONFERENCE ON PROBABILISTIC METHODS APPLIED TO POWER SYSTEMS,,Design of 'distributed' energy systems based on probabilistic analysis,2004
7646,"Latinopoulos, D.|Mylopoulos, Y.|Lekkas, TD","PROCEEDINGS OF THE 9TH INTERNATIONAL CONFERENCE ON ENVIRONMENTAL SCIENCE AND TECHNOLOGY, VOL A - ORAL PRESENTATIONS, PTS A AND B",,Optimal allocation of land and water resources in irrigated agriculture by means of goal programming: Application in Loudias River Basin,2005
7647,"Duarte, Antonio A. L. S.|Rodrigues, Gisela M. C.|Ramos, Rui A. R.|Mastorakis, N|Helmis, C|Papageorgiou, CD|Bulucea, CA|Panagopoulos, T","ENERGY, ENVIRONMENT, ECOSYSTEMS, DEVELOPMENT AND LANDSCAPE ARCHITECTURE",,Effect of criteria weighting methods on the ranking of water suppliers' performance,2009
7660,"Lindeberg, Erik|Grimstad, Alv-Arne|Bergmo, Per|Wessel-Berg, Dag|Torsaeter, Malin|Holt, Torleif|Dixon, T|Laloui, L|Twinning, S","13TH INTERNATIONAL CONFERENCE ON GREENHOUSE GAS CONTROL TECHNOLOGIES, GHGT-13", (c) 2017 Published by Elsevier Ltd.,Large scale tertiary CO2 EOR in mature water flooded Norwegian oil fields,2017
7663,"Liu, Huijun|Liu, Jinghui|Yu, Jian|Xu, Shengtao|Xu, QJ|Ju, YH|Ge, HH","PROGRESS IN ENVIRONMENTAL SCIENCE AND ENGINEERING, PTS 1-4",,Effects of Soil Amendment on Soil Physical and Chemical Properties in Oat Field,2013
7664,"Fragos, S|Mitchell, T|Chen, S|Stergioulas, LK|Malpica, F|Welsch, F|Tremante, A|Chang, M|Hsia, YT",APPLICATIONS OF INFORMATION AND COMMUNICATION TECHNOLOGIES IN EDUCATION AND TRAINING,,Automatic classification of learners' cognitive styles using navigation data in learning hypermedia,2004
7666,"Piacentino, Antonio|Catrini, Pietro",JOURNAL OF SUSTAINABLE DEVELOPMENT OF ENERGY WATER AND ENVIRONMENT SYSTEMS-JSDEWES,,On Thermoeconomic Diagnosis of a Fouled Direct Expansion Coil: Effects of Induced Malfunctions on Quantitative Performance of the Diagnostic Technique,2017
7667,"Rankinen, Katri|Granlund, Kirsti|Futter, Martyn N.|Butterfield, Daniel|Wade, Andrew J.|Skeffington, Richard|Arvola, Lauri|Veijalainen, Noora|Huttunen, Inese|Lepisto, Ahti",BOREAL ENVIRONMENT RESEARCH,,Controls on inorganic nitrogen leaching from Finnish catchments assessed using a sensitivity and uncertainty analysis of the INCA-N model,2013
7669,"Akhisar, Ilyas|Karpak, Birsen|Ehrgott, M|Naujoks, B|Stewart, TJ|Wallenius, J",MULTIPLE CRITERIA DECISION MAKING FOR SUSTAINABLE ENERGY AND TRANSPORTATION SYSTEMS,,AHP as an Early Warning System: An Application in Commercial Banks in Turkey,2010
7678,"Yu, Jianghua|Kim, Yeosonk|Han, Bongyun|Kim, Youngehul|Yi, Qitao|Zhang, MX|Min, KS",PROCEEDINGS OF 2010 INTERNATIONAL WORKSHOP ON DIFFUSE POLLUTION-MANAGEMENT MEASURES AND CONTROL TECHNIQUE,,Modeling the Turbidity Removal and Mat Design in the Treatment of Turbid Water Using Filamentous Mats,2010
7685,"Kajda-Szczesniak, Malgorzata|Wandrasz, Janusz W.",OCHRONA SRODOWISKA,,Effect of Plastic Binder Addition in the Course of the Forming Process on the Applicability of Straw Briquettes in Thermal Processes.,2010
7686,"Han, Liqi|Costes, Evelyne|Boudon, Frederic|Cokelaer, Thomas|Pradal, Christophe|Da Silva, David|Faivre, Robert|Kang, M|Dumont, Y|Guo, Y","2012 IEEE FOURTH INTERNATIONAL SYMPOSIUM ON PLANT GROWTH MODELING, SIMULATION, VISUALIZATION AND APPLICATIONS (PMA)",,Investigating the Influence of Geometrical Traits on Light Interception Efficiency of Apple Trees: a Modelling Study with MAppleT,2012
7693,"Tam, Yik-Cheung|Schultz, Tanja","INTERSPEECH 2006 AND 9TH INTERNATIONAL CONFERENCE ON SPOKEN LANGUAGE PROCESSING, VOLS 1-5",,Unsupervised Language Model Adaptation Using Latent Semantic Marginals,2006
7695,"Lairson, David R.|Chang, Yu-Chia|Bettencourt, Judith L.|Vernon, Sally W.|Greisinger, Anthony",JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,,Estimating development cost for a tailored interactive computer program to enhance colorectal cancer screening compliance,2006
7703,"Mohanty, S|Codell, R|Brebbia, CA",RISK ANALYSIS III,,Sensitivity analysis methods for identifying influential parameters in a problem with a large number of random variables,2002
7704,"Ramadass, M|Rosenberger, J|Huff, B|Gonterman, S|Subramanian, RN|Ingalls, RG|Rossetti, MD|Smith, JS|Peters, BA","PROCEEDINGS OF THE 2004 WINTER SIMULATION CONFERENCE, VOLS 1 AND 2",,Simulation modelling for a bus maintenance facility,2004
7707,"Zhao, Jian|Shen, Yunzhong|Deng, W","2011 AASRI CONFERENCE ON ARTIFICIAL INTELLIGENCE AND INDUSTRY APPLICATION (AASRI-AIIA 2011), VOL 1",,Structure Optimization of BP Neural Networks Based on Sensitivity Analysis,2011
7709,"Medema, GJ|Hoogenboezm, W|van der Veer, AJ|Ketelaars, HAM|Hilnen, WAM|Nobel, PJ",WATER SCIENCE AND TECHNOLOGY,,Quantitative risk assessment of Cryptosporidium in surface water treatment,2003
