	id	year	title	keywords	abstract	copyright	AU	SO	DE	DOI
147	WOS:000265341800006	2009	Estimating storm discharge and water quality data uncertainty: A software tool for monitoring and modeling applications	AGRICULTURAL WATERSHEDS SAMPLE PRESERVATION REACTIVE PHOSPHORUS INORGANIC-PHOSPHATE RISK-ASSESSMENT RIVER WATER NITROGEN STRATEGIES SEDIMENT SORPTION	"Uncertainty estimates corresponding to measured hydrologic and water quality data can contribute to improved monitoring design, decision-making, model application, and regulatory formulation. With these benefits in mind, the Data Uncertainty Estimation Tool for Hydrology and Water Quality (DUET-H/WQ) was developed from an existing uncertainty estimation framework for small watershed discharge, sediment, and N and P data. Both the software and its framework-basis utilize the root mean square error propagation methodology to provide uncertainty estimates instead of more rigorous approaches requiring detailed statistical information, which is rarely available. DUET-H/WQ lists published uncertainty information for data collection procedures to assist the user in assigning appropriate data-specific uncertainty estimates and then calculates the uncertainty for individual discharge, concentration, and load values. Results of DUET-H/WQ application in several studies indicated that substantial uncertainty can be contributed by each procedural category (discharge measurement, sample collection, sample preservation/storage, laboratory analysis, and data processing and management). For storm loads, the uncertainty was typically least for discharge (+/- -%), greater for sediment (+/- -%) and dissolved N and P (+/- -%) loads, and greater yet for total N and P (+/- -%). When these uncertainty estimates for individual values were aggregated within study periods (i.e. total discharge, average concentration, and total load), uncertainties followed the same pattern (Q < TSS < dissolved N and P < total N and P). This rigorous demonstration of uncertainty in discharge and water quality data illustrates the importance of uncertainty analysis and the need for appropriate tools. It is our hope that DUET-H/WQ contributes to making uncertainty estimation a routine data collection and reporting procedure and thus enhances environmental monitoring, modeling, and decision-making. Hydrologic and water quality data are too important for scientists to continue to ignore the inherent uncertainty."	 Published by Elsevier Ltd.	"Harmel, RD|Smith, DR|King, KW|Slade, RM"	ENVIRONMENTAL MODELLING & SOFTWARE	error propagation data collection hydrology nutrients watershed models	10.1016/j.envsoft.2008.12.006
148	WOS:000321313800102	2013	Techno-economic analysis of two bio-oil upgrading pathways	BIOMASS FAST PYROLYSIS HYDROGEN-PRODUCTION GREEN GASOLINE MODEL FUELS	"We evaluate the economic feasibility for two bio-oil upgrading pathways: two-stage hydrotreating followed by fluid catalytic cracking (FCC) or single-stage hydrotreating followed by hydrocracking. In the hydrotreating/FCC pathway, two options are available as the hydrogen source for hydrotreating: merchant hydrogen or hydrogen from natural gas reforming. The primary products of the hydrotreating/FCC pathway are commodity chemicals whereas the primary products for the hydrotreating/hydrocracking pathway are transportation fuels and hydrogen. The two pathways are modeled using Aspen Plus (R) for a  metric tons/day facility. Equipment sizing and cost calculations are based on Aspen Economic Evaluation (R) software. The bio-oil yield via fast pyrolysis is assumed to be % of biomass. We calculate the internal rate of return (IRR) for each pathway as a function of feedstock cost, fixed capital investment (FCI), hydrogen and catalyst costs, and facility revenues. The results show that a facility employing the hydrotreating/ FCC pathway with hydrogen production via natural gas reforming option generates the highest IRR of .%. Sensitivity analysis demonstrates that product yield, FCI, and biomass cost have the greatest impacts on facility IRR. Monte-Carlo analysis shows that two-stage hydrotreating and FCC of the aqueous phase bio-oil with hydrogen produced via natural gas reforming has a relatively low risk for project investment."	 (c) 2013 Published by Elsevier B.V.	"Zhang, YN|Brown, TR|Hu, GP|Brown, RC"	CHEMICAL ENGINEERING JOURNAL	fast pyrolysis bio-oil upgrading commodity chemicals transportation fuels hydrogen	10.1016/j.cej.2013.01.030
149	WOS:000411869000009	2017	A Scenario Based Impact Assessment of Trace Metals on Ecosystem of River Ganges Using Multivariate Analysis Coupled with Fuzzy Decision-Making Approach	WATER-QUALITY MANAGEMENT HEAVY-METALS INDIA BASIN FISH	"The growing consciousness about the health risks associated with environmental pollutants has brought a major shift in global concern towards prevention of hazardous/trace metals discharge in water bodies. Majority of these trace metals gets accumulated in the body of aquatic lives, which are considered as potential indicators of hazardous content. This results in an ecological imbalance in the form of poisoning, diseases and even death of fish and other aquatic lives, and ultimately affect humans through food chain. Trace metals such as Cd, Cr, Cu, Mn, Ni, Pb and Zn originated from various industrial operations containing metallic solutions and agricultural practices, have been contributing significantly to cause aquatic pollution. The present study develops a novel approach of expressing sustainability of river's ecosystem based on health of the fish by coupling fuzzy sensitivity analysis into multivariate analysis. A systematic methodology has been developed by generating monoplot, two dimensional biplot and rotated component matrix (using 'Analyze it' and 'SPSS' software), which can simultaneously identify critical trace metals and their industrial sources, critical sampling stations, and adversely affected fish species along with their interrelationships. A case study of assessing the impact of trace metals on the aquatic life of river Ganges, India has also been presented to demonstrate effectiveness of the model. The clusters pertaining to various water quality parameters have been identified using Principal Component Analysis (PCA) to determine actual sources of pollutants and their impact on aquatic life. The fuzzy sensitivity analysis reveals the cause-effect relationship of these critical parameters. The study suggests pollution control agencies to enforce appropriate regulations on the wastewater dischargers responsible for polluting river streams with a particular kind of trace metal(s)."		"Srinivas, R|Singh, AP|Sharma, R"	WATER RESOURCES MANAGEMENT	aquatic ecosystem fuzzy decision-making impact assessment multivariate analysis river ecosystem water quality	10.1007/s11269-017-1738-y
150	WOS:000295845900012	2011	Groundwater drawdown at Nankou site of Beijing Plain: model development and calibration	FLOW	"Water shortage and groundwater pollution have become two primary environmental concerns to Beijing since the s. The local aquifers, as the dominant sources for domestic and agricultural water supply, are depleting due to groundwater abstraction and continuous drought in recent years with rapid urbanization and increasing water consumption. Therefore, understanding the hydrogeological system is fundamental for a sustainable water resources management. In this article, the numerical analysis of a -D regional groundwater flow model for the Nankou area is presented. The hydrogeological system is reproduced according to sparsely distributed boreholes data. The numerical analysis is carried out using the scientific software OpenGeoSys, which is based on the finite element method. The model calibration and sensitivity analysis are accomplished with inverse methods by applying a model independent parameter estimation system (PEST). The results of the calibrated model show reasonable agreements with observed water levels. The transient groundwater flow simulations reflect the observed drawdown of the last  years and show the formation of a depression cone in an intensively pumped area."		"Sun, F|Shao, HB|Kalbacher, T|Wang, WQ|Yang, ZS|Huang, ZF|Kolditz, O"	ENVIRONMENTAL EARTH SCIENCES	groundwater modeling opengeosys pest nankou	10.1007/s12665-011-0957-4
152	WOS:000340977000075	2014	Groundwater fluxes in a shallow seasonal wetland pond: The effect of bathymetric uncertainty on predicted water and solute balances	MASS-BALANCE DEPENDENT ECOSYSTEMS LAKES MODEL DISCHARGE STORAGE RN-222 VOLUME CALIBRATION AUSTRALIA	"The successful management of groundwater dependent shallow seasonal wetlands requires a sound understanding of groundwater fluxes. However, such fluxes are hard to quantify. Water volume and solute mass balance models can be used in order to derive an estimate of groundwater fluxes within such systems. This approach is particularly attractive, as it can be undertaken using measurable environmental variables, such as; rainfall, evaporation, pond level and salinity. Groundwater fluxes estimated from such an approach are subject to uncertainty in the measured variables as well as in the process representation and in parameters within the model. However, the shallow nature of seasonal wetland ponds means water volume and surface area can change rapidly and non-linearly with depth, requiring an accurate representation of the wetland pond bathymetry. Unfortunately, detailed bathymetry is rarely available and simplifying assumptions regarding the bathymetry have to be made. However, the implications of these assumptions are typically not quantified. We systematically quantify the uncertainty implications for eight different representations of wetland bathymetry for a shallow seasonal wetland pond in South Australia. The predictive uncertainty estimation methods provided in the Model-Independent Parameter Estimation and Uncertainty Analysis software (PEST) are used to quantify the effect of bathymetric uncertainty on the modelled fluxes. We demonstrate that bathymetry can be successfully represented within the model in a simple parametric form using a cubic Sexier curve, allowing an assessment of bathymetric uncertainty due to measurement error and survey detail on the derived groundwater fluxes compared with the fixed bathymetry models. Findings show that different bathymetry conceptualisations can result in very different mass balance components and hence process conceptualisations, despite equally good fits to observed data, potentially leading to poor management decisions for the wetlands. Model predictive uncertainty increases with the crudity of the bathymetry representation, however, approximations that capture the general shape of the wetland pond such as a power law or Bezier curve show only a small increase in prediction uncertainty compared to the full dGPS surveyed bathymetry, implying these may be sufficient for most modelling purposes."	 (C) 2014 Elsevier B.V. All rights reserved.	"Trigg, MA|Cook, PG|Brunner, P"	JOURNAL OF HYDROLOGY	wetland ponds bathymetry uncertainty pest solute balance bezier curve	10.1016/j.jhydrol.2014.06.020
153	WOS:000185985700004	2003	Structural design optimization on thermally induced vibration	TRANSIENT HEAT-CONDUCTION PRECISE TIME INTEGRATION SENSITIVITY ANALYSIS DYNAMIC LOADS DERIVATIVES	"The numerical method of design optimization for structural thermally induced vibration is originally studied in this paper and implemented in, the software JIFEX The direct and adjoint methods of sensitivity analysis for thermal-induced vibration coupled with both linear and non-linear transient heat conduction is firstly proposed. Based on the finite element method, the linear structural dynamics is treated simultaneously with linear and non-linear transient heat conduction. In the heat conduction, the non-linear factors include the radiation and temperature-dependent materials. The sensitivity analysis of transient linear and non-linear heat conduction is performed with the precise time integration method; and then, the sensitivity analysis of structural transient responses is performed by the Newmark method. Both the direct method and the adjoint method are employed to derive the sensitivity equations of thermal vibration. In the adjoint method, two adjoint vectors of structure and of heat conduction are used to derive the adjoint equations. The coupling effect of heat conduction on thermal vibration in the sensitivity analysis is particularly investigated. With the coupling sensitivity analysis, the optimization model is constructed and solved by the sequential linear programming or sequential quadratic programming algorithm. Numerical examples are given to validate the proposed methods and to demonstrate the importance of the coupled design optimization."	" Copyright (C) 2003 John Wiley Sons, Ltd."	"Chen, BS|Gu, YX|Zhang, HW|Zhao, GZ"	INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING	heat conduction thermal vibration sensitivity analysis design optimization precise time integration thermal coupled structural system	10.1002/nme.814
158	WOS:000414081000003	2017	Multi-scale equation of state computations for confined fluids	EQUILIBRIUM	"Fluid properties of five binary mixtures relevant to shale gas and light tight oil in confined nano-channels are studied. Canonical (NVT) Monte Carlo simulations are used to determine internal energies of departure of pure fluids using the RASPA software system (Dubbeldam et al., ). The linear mixing rule proposed by Lucia et al. () is used to determine internal energies of departure for mixtures, U-M(D), in confined spaces and compared to U-M(D) from direct NVT Monte Carlo simulation. The sensitivity of the mixture energy parameter, a(M), for the Gibbs-Helmholtz constrained (GHC) equation, confined fluid molar volume, V-M, and bubble point pressure are studied as a function of uncertainty in U-M(D). Results show that the sensitivity of confined fluid molar volume to % uncertainty in U-M(D) is less than % and that the GHC equation predicts physically meaningful reductions in bubble point pressure for light tight oils. (C) "	 Elsevier Ltd. All rights reserved.	"Thomas, E|Lucia, A"	COMPUTERS & CHEMICAL ENGINEERING	confined fluids monte carlo simulation ghc equation of state sensitivity analysis bubble point pressure	10.1016/j.compchemeng.2017.05.028
160	WOS:000322557200002	2013	Comparison of sediment transport computations using hydrodynamic versus hydrologic models in the Simiyu River in Tanzania	BED-LOAD TRANSPORT SENSITIVITY-ANALYSIS PARAMETERS SWAT TOOL	"This paper presents the results of a study that compares the sediment routing of the Simiyu River using the hydrologic model, Soil and Water Assessment Tool (SWAT) and the D hydrodynamic simulation software for Rivers and Estuaries (SOBEK-RE) model. Routing in SWAT is completed using the simplified Bagnold's equation and in the SOBEK-RE model is undertaken using the Saint Venant equation. The upstream boundary conditions for the routing modules were derived from the subcatchments sediment yields that were estimated by SWAT using the Modified Universal Soil Loss Equation (MUSLE). The sediment loads extrapolated or interpolated from the sediment rating curve for the catchment outlet were used for calibration and validation purposes. The SWAT model predicted an erosion rate of . Mt/yr. The total sediment load transported to the main outlet of the catchment simulated by the SWAT and SOBEK-RE models was equal to . and . Mt/yr, respectively. Thus the models computed a net erosion in the channels of . Mt/yr (SWAT) and . Mt/yr (SOBEK-RE). When comparing the results of the models for the different reaches of the main channel and main tributaries, the models showed different results both in magnitude and in sign (erosion/deposition). However, in a situation where data is scarce (such as grain size, channel geometry), the more complex hydrodynamic model does not necessarily lead to more reliable results. (c) "	 Elsevier Ltd. All rights reserved.	"van Griensven, A|Popescu, L|Abdelhamid, MR|Ndomba, PM|Beevers, L|Betrie, GD"	PHYSICS AND CHEMISTRY OF THE EARTH	sediment routing sediment transport swat sober-re simiyu river basin	10.1016/j.pce.2013.02.003
161	WOS:000314802700001	2013	An educational model for ensemble streamflow simulation and uncertainty analysis	CLIMATE-CHANGE SENSITIVITY HYDROLOGY FUTURE TOOL	"This paper presents the hands-on modeling toolbox, HBV-Ensemble, designed as a complement to theoretical hydrology lectures, to teach hydrological processes and their uncertainties. The HBV-Ensemble can be used for in-class lab practices and homework assignments, and assessment of students' understanding of hydrological processes. Using this modeling toolbox, students can gain more insights into how hydrological processes (e.g., precipitation, snowmelt and snow accumulation, soil moisture, evapotranspiration and runoff generation) are interconnected. The educational toolbox includes a MATLAB Graphical User Interface (GUI) and an ensemble simulation scheme that can be used for teaching uncertainty analysis, parameter estimation, ensemble simulation and model sensitivity. HBV-Ensemble was administered in a class for both in-class instruction and a final project, and students submitted their feedback about the toolbox. The results indicate that this educational software had a positive impact on students understanding and knowledge of uncertainty in hydrological modeling."		"AghaKouchak, A|Nakhjiri, N|Habib, E"	HYDROLOGY AND EARTH SYSTEM SCIENCES		10.5194/hess-17-445-2013
163	WOS:000368869200001	2016	A GUI platform for uncertainty quantification of complex dynamical models	RAINFALL-RUNOFF MODELS GLOBAL SENSITIVITY MEASURES AUTOMATIC CALIBRATION OPTIMIZATION INDEXES DESIGN MACHINE OUTPUT	"Uncertainty quantification (UQ) refers to quantitative characterization and reduction of uncertainties present in computer model simulations. It is widely used in engineering and geophysics fields to assess and predict the likelihood of various outcomes. This paper describes a UQ platform called UQ-PyL (Uncertainty Quantification Python Laboratory), a flexible software platform designed to quantify uncertainty of complex dynamical models. UQ-PyL integrates different kinds of UQ methods, including experimental design, statistical analysis, sensitivity analysis, surrogate modeling and parameter optimization. It is written in Python language and runs on all common operating systems. UQ-PyL has a graphical user interface that allows users to enter commands via pull-down menus. It is equipped with a model driver generator that allows any computer model to be linked with the software. We illustrate the different functions of UQ-PyL by applying it to the uncertainty analysis of the Sacramento Soil Moisture Accounting Model. We will also demonstrate that UQ-PyL can be applied to a wide range of applications. (C)  The Authors."	 Published by Elsevier Ltd.	"Wang, C|Duan, QY|Tong, CH|Di, ZH|Gong, W"	ENVIRONMENTAL MODELLING & SOFTWARE	uncertainty quantification design of experiments sensitivity analysis surrogate modeling parameter optimization uq-pyl	10.1016/j.envsoft.2015.11.004
165	WOS:000341218800002	2014	An environmental assessment system for environmental technologies	LIFE-CYCLE ASSESSMENT WASTE MANAGEMENT-SYSTEMS SOLID-WASTE LCA INCINERATION COLLECTION EASEWASTE MODEL	"A new model for the environmental assessment of environmental technologies, EASETECH, has been developed. The primary aim of EASETECH is to perform life-cycle assessment (LCA) of complex systems handling heterogeneous material flows. The objectives of this paper are to describe the EASETECH framework and the calculation structure. The main novelties compared to other LCA software are as follows. First, the focus is put on material flow modelling, as each flow is characterised as a mix of material fractions with different properties and flow compositions are computed as a basis for the LCA calculations. Second, the tool has been designed to allow for the easy set-up of scenarios by using a toolbox, the processes within which can handle heterogeneous material flows in different ways and have different emission calculations. Finally, tools for uncertainty analysis are provided, enabling the user to parameterise systems fully and propagate probability distributions through Monte Carlo analysis. (C) "	 Elsevier Ltd. All rights reserved.	"Clavreul, J|Baumeister, H|Christensen, TH|Damgaard, A"	ENVIRONMENTAL MODELLING & SOFTWARE	easetech life cycle assessment waste lca model uncertainty flow modelling	10.1016/j.envsoft.2014.06.007
166	WOS:000327903400013	2013	Addressing ten questions about conceptual rainfall-runoff models with global sensitivity analyses in R	MULTIOBJECTIVE CALIBRATION ENVIRONMENTAL-MODEL CATCHMENT MODEL CLIMATE-CHANGE UNCERTAINTY PERFORMANCE INDEXES PARAMETERS AUSTRALIA HYDROLOGY	"Sensitivity analysis (SA) is generally recognized as a worthwhile step to diagnose and remedy difficulties in identifying model parameters, and indeed in discriminating between model structures. An analysis of papers in three journals indicates that SA is a standard omission in hydrological modeling exercises. We provide some answers to ten reasonably generic questions using the Morris and Sobol SA methods, including to what extent sensitivities are dependent on parameter ranges selected, length of data period, catchment response type, model structures assumed and climatic forcing. Results presented demonstrate the sensitivity of four target functions to parameter variations of four rainfall runoff models of varying complexity (- parameters). Daily rainfall, streamflow and pan evaporation data are used from four -year data sets and from five catchments in the Australian Capital Territory (ACT) region. Similar results are obtained using the Morris and Sobol methods. It is shown how modelers can easily identify parameters that are insensitive, and how they might improve identifiability. Using a more complex objective function, however, may not result in all parameters becoming sensitive. Crucially, the results of the SA can be influenced by the parameter ranges selected. The length of data period required to characterize the sensitivities assuredly is a minimum of five years. The results confirm that only the simpler models have well-identified parameters, but parameter sensitivities vary between catchments. Answering these ten questions in other case studies is relatively easy using freely available software with the Hydromad and Sensitivity packages in R."	 (C) 2013 Elsevier B.V. All rights reserved.	"Shin, MJ|Guillaume, JHA|Croke, BFW|Jakeman, AJ"	JOURNAL OF HYDROLOGY	sensitivity analysis rainfall-runoff model identifiability	10.1016/j.jhydrol.2013.08.047
168	WOS:000390183000039	2016	Identifiability of sorption parameters in stirred flow-through reactor experiments and their identification with a Bayesian approach	NONEQUILIBRIUM SOLUTE TRANSPORT CHAIN MONTE-CARLO POROUS-MEDIA MODELS ADSORPTION EQUILIBRIUM KINETICS VALUES	"This paper addresses the methodological conditions particularly experimental design and statistical inference ensuring the identifiability of sorption parameters from breakthrough curves measured during stirred flow-through reactor experiments also known as continuous flow stirred-tank reactor (CSTR) experiments. The equilibrium-kinetic (EK) sorption model was selected as nonequilibrium parameterization embedding the Kd approach. Parameter identifiability was studied.formally on the equations governing outlet concentrations. It was also studied numerically on  simulated CSTR experiments on a soil with known equilibrium-kinetic sorption parameters. EK sorption parameters can not be identified from a single breakthrough curve of a CSTR experiment, because K-d,K- and k(-) were diagnosed collinear. For pairs of CSTR experiments, Bayesian inference allowed to select the correct models of sorption and error among sorption alternatives. Bayesian inference was conducted with SAMCAT software (Sensitivity Analysis and Markov Chain simulations Applied to Transfer models) which launched the simulations through the embedded simulation engine GNU-MCSim, and automated their configuration and post-processing. Experimental designs consisting in varying flow rates between experiments reaching equilibrium at contamination stage were found optimal, because they simultaneously gave accurate sorption parameters and predictions. Bayesian results were comparable to maximum likehood method but they avoided convergence problems, the marginal likelihood allowed to compare all modeK and credible interval gave directly the uncertainty of sorption parameters theta. Although these findings are limited to the specific conditions studied here, in particular the considered sorption model, the chosen parameter values and error structure, they help in the conception and analysis of future CSTR experiments with radionuclides whose kinetic behaviour is suspected. (C) "	 Elsevier Ltd. All rights reserved.	"Nicoulaud-Gouin, V|Garcia-Sanchez, L|Giacalone, M|Attard, JC|Martin-Garin, A|Bois, FY"	JOURNAL OF ENVIRONMENTAL RADIOACTIVITY	bayesian inference sorption parameters identifiability mcmc convergence monitoring equilibrium kinetic model	10.1016/j.jenvrad.2016.06.008
172	WOS:000403512500013	2017	"The rocky road to extended simulation frameworks covering uncertainty, inversion, optimization and control"	REAL-TIME MANAGEMENT COMPUTATIONAL SCIENCE CO2 STORAGE FLOW ASSIMILATION VERIFICATION ALGORITHMS COMPLEXITY TRANSPORT SELECTION	"In the past decades, simulation frameworks have greatly increased in complexity, due to coupling of models from various disciplines into so-called integrated models. Recently, the combination with tools for uncertainty quantification, inverse modelling, optimization and control started a development towards what we call extended simulation frameworks. While there is an ongoing discussion on quality assurance and reproducibility for simulation frameworks, we have not observed a similar discussion for the extended case. Particularly for extended frameworks, the need for quality assurance is high: The overwhelming range of options and algorithms is unmanageable by a domain expert and opaque to decision makers or the public. The resulting demand for 'intelligent software' with automated configuration can lead to a blind trust in simulation results even if they are incorrect. This is a threatening scenario due to potential consequences in simulation-based engineering or political decisions. In this paper, we analyze the increasing complexity of scientific computing workflows, and discuss the corresponding problems of extended scientific simulation frameworks. We propose a paradigm that regulates the allowable properties of framework components, supports the framework configuration for complex simulations, enforces automatic self-tests of configured frameworks, and communicates automated algorithm choices, potentially critical user settings or convergence issues with adaptive detail level and urgency to the end-user. Our goal is to start transferring the quality assurance discussion in the field of integrated modeling and conventional software frameworks to the area of extended simulation frameworks. With this, we hope to increase the reliability and transparency of (extended) frameworks, framework use and of the corresponding simulation results. (C) "	 Elsevier Ltd. All rights reserved.	"Wirtz, D|Nowak, W"	ENVIRONMENTAL MODELLING & SOFTWARE	scientific computing extended software frameworks no free lunch reproducibility software trust	10.1016/j.envsoft.2016.10.003
173	WOS:000222719700006	2004	Interactive software for material parameter characterization of advanced engineering constitutive models	STATE	"The development of an overall strategy to estimate the material parameters for a class of viscoplastic material models is presented. The procedure is automated through the integrated software COMPARE (Constitutive Material PARameter Estimator) that enables the determination of an 'optimum' set of material parameters by minimizing the errors between the experimental test data and the model's predicted response. The core ingredients of COMPARE are (i) primal analysis, which utilizes a finite element-based solution scheme, (ii) sensitivity analysis utilizing a direct-differentiation approach for the material response sensitivities, and (iii) a gradient-based optimization technique of an error/cost function. Now that the COMPARE core code has reached a level of maturity, a graphical user interface (GUI) was deemed necessary. Without such an interface, use of COMPARE was previously restricted to very experienced users with the additional cumbersome, and sometimes tedious, task of preparing the required input files manually. The complexity of the input containing massive amounts of data has previously placed severe limitations on the use of such optimization procedures by the general engineering community. By using C+ + and the Microsoft Foundation Classes to develop a GUI, it is believed that an advanced code such as COMPARE can now make the transition to general usability in an engineering environment. (C) "	 Elsevier Ltd. All rights reserved.	"Saleeb, AF|Marks, JR|Wilt, TE|Arnold, SM"	ADVANCES IN ENGINEERING SOFTWARE	c plus graphical user interface optimization material characterization viscoplasticity	10.1016/j.advengsoft.2004.03.010
175	WOS:000399586700038	2017	Accelerating Monte Carlo estimation with derivatives of high-level finite element models	SENSITIVITY DERIVATIVES CHAOS	In this paper we demonstrate the ability of a derivative-driven Monte Carlo estimator to accelerate the propagation of uncertainty through two high-level non-linear finite element models. The use of derivative information amounts to a correction to the standard Monte Carlo estimation procedure that reduces the variance under certain conditions. We express the finite element models in variational form using the high-level Unified Form Language (UFL). We derive the tangent linear model automatically from this high-level description and use it to efficiently calculate the required derivative information. To study the effectiveness of the derivative-driven method we consider two stochastic PDEs; a one-dimensional Burgers equation with stochastic viscosity and a three-dimensional geometrically non-linear Mooney-Rivlin hyperelastic equation with stochastic density and volumetric material parameter. Our results show that for these problems the first-order derivative-driven Monte Carlo method is around one order of magnitude faster than the standard Monte Carlo method and at the cost of only one extra tangent linear solution per estimation problem. We find similar trends when comparing with a modern non-intrusive multi-level polynomial chaos expansion method. We parallelise the task of the repeated forward model evaluations across a cluster using the ipyparallel and mpipy software tools. A complete working example showing the solution of the stochastic viscous Burgers equation is included as supplementary material.	 (C) 2017 Published by Elsevier B.V.	"Hauseux, P|Hale, JS|Bordas, SPA"	COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING	monte carlo methods uncertainty propagation tangent linear models partially intrusive methods polynomial chaos expansion parallel computing	10.1016/j.cma.2017.01.041
180	WOS:000299324200005	2012	Yield improvement analysis with parameter-screening factorials	SENSITIVITY-ANALYSIS SYSTEM MODEL	"This paper presents a technique for the critical parameter analysis of the disk drive manufacturing process. The objective of the work is to improve the manufacturing yield by tuning the parameters that significantly affect the yield. Several techniques were studied including the sensitivity analysis framework, which is currently used at several disk drive plants. From our initial experiments, we found that the sensitivity analysis results were not sufficiently good and the interactions between parameters were not identified. We then designed a new technique based on factorial designs, the parameter-screening factorials algorithm. Our method can work with a large number of inputs within reasonable computing time, and can identify both the parameter and the interaction effects. The results can be obtained more quickly and are better in comparison with the currently used technique. Moreover, by applying the technique to the full list instead of the pre-selected list of the manufacturing parameters, we discovered that the parameters watch list previously identified by the experts should be adjusted to include some extra parameters. After the results were validated by the experts, we designed software that automates the critical parameter analysis process. The software should greatly benefit the daily yield analysis at the disk drive manufacturing plant greatly."	 (C) 2011 Elsevier B.V. All rights reserved.	"Yamwong, W|Achalakul, T"	APPLIED SOFT COMPUTING	critical parameter identification yield improvement analysis factorial designs	10.1016/j.asoc.2011.11.021
181	WOS:000174593500001	2002	Use of the most likely failure point method for risk estimation and risk uncertainty analysis		"The most likely failure point (MLFP) method, developed within the field of structural reliability analysis (where it is known as the FORM/SORM method) is a technique for estimating the risk (probability) that a calculated quantity Q exceeds a set limit Q(lim) when some or all of the inputs to the calculation are uncertain. It can be used as an efficient stand-alone method for this type of risk calculation. However, for application within the field of toxic hazards, it is proposed as a means for performing sensitivity analyses, possibly in parallel with a risk calculation carried out by conventional methods. The basis of the method is outlined and its use is demonstrated by means of an example calculation of the risk arising froth an installation containing chlorine. The calculation uses, as a consequence model, commercial software for the prediction of dense gas transport. The risk estimate is shown to be acceptably close to that obtained by the Monte Carlo method. The use of a proposed screening procedure utilising the sensitivity formulas that the method provides, in order to identify the most significant uncertainties, is demonstrated. The identification of a single set of input values containing sufficient information to summarise (at least approximately) the entire risk analysis is considered to be an important feature of the method and is proposed as the basis of a means for assessing the validity of the consequence model."	 (C) 2002 Elsevier Science B.V All rights reserved.	"Mitchell, B"	JOURNAL OF HAZARDOUS MATERIALS	risk toxic hazard uncertainty sensitivity	10.1016/S0304-3894(01)00378-8
182	WOS:000183089700001	2003	Direct treatment of uncertainty: I - Applications in aquatic invertebrate risk assessment and soil metabolism for chlorpyrifos	RESPONSE VARIABILITY DYNAMIC-RESPONSE ACUTE TOXICITY SYSTEMS MODELS	"Environmental processes are wrought with uncertainty. Therefore, an efficient means to propagate uncertainty is advantageous, especially if regulatory decisions are based upon any research or data analysis where uncertainty is present. The Deterministic Equivalent Modeling Method (DEMM) propagates parametric uncertainties in model input parameters to output predictions. DEMM is used to calculate uncertainty in output parameters based upon the direct effect of every uncertain input parameter. Rather than sampling input distributions and running hundreds or thousands of model calculations as in Monte Carlo or Latin Hypercube Sampling, DEMM carries a representation of each distribution throughout the calculation of the dependent variable. An overview of DEMM is provided. Once DEMM algorithms are established using symbolic mathematical software program(s), and the dependent variable expansion hypothesized, then the additional overhead required to set up and solve algebraic or differential systems is small. Examples of DEMM using literature values for chlorpyrifos (a widely used insecticide) effects and fate illustrate DEMM's capability for uncertainty propagation. Determination of chlorpyrifos risk quotients for invertebrates (algebraic system) and chlorpyrifos metabolic fate in soil (differential equation system) are presented. These examples illustrate DEMM methodology on problems of interest in environmental fate and risk assessment. Multiple data sets and field/laboratory observations for chlorpyrifos were assembled and utilized with DEMM to propagate uncertainty in output predictions. Chlorpyrifos environmental fate (environmental degradation and metabolite formation/degradation) and risk for aquatic invertebrates, with uncertainty characterized using DEMM are discussed."		"Cryer, SA|Applequist, GE"	ENVIRONMENTAL ENGINEERING SCIENCE	deterministic equivalent modeling method demm uncertainty chlorpyrifos soil metabolism risk quotient	10.1089/109287503321671375
184	WOS:000283340800004	2010	A DECISION SUPPORT TOOL FOR IRRIGATION INFRASTRUCTURE INVESTMENTS	OPTIMAL ALLOCATION WATER-RESOURCES SYSTEM MODEL MANAGEMENT IMPACTS FARM	"Increasing water scarcity, climate change and pressure to provide water for environmental flows urge irrigators to be more efficient. In Australia, ongoing water reforms and most recently the National Water Security Plan offer incentives to irrigators to adjust their farming practices by adopting water-saving Irrigation infrastructures to match soil, crop and climatic conditions. Water Works is a decision support tool to facilitate irrigators to make long- and short-term irrigation infrastructure investment decisions at the farm level. It helps irrigators to improve the economic efficiency, water use efficiency and environmental performance of their farm businesses. Water Works has been tested, validated and accepted by the irrigation community and researchers in NSW, Australia. The interface of Water Works is user-friendly and flexible. The simulation and optimisation module in Water Works provides an opportunity to evaluate Infrastructure investment decisions to suit their seasonal or long-term water availability. The sensitivity analysis allows substantiation of the impact of major variables Net present value, internal rate of return, benefit cost ratio and payback period are used to analyse the costs and benefits of modern irrigation technology. Application of Water Works using a whole farm-level case study indicates its effectiveness in making long- and short-term investment decisions Water Works can be easily integrated into commercial software such as spreadsheets, GIS, real-time data acquisition and control systems to further enhance its usability. Water Works can also be used in regional development planning."	" Copyright (C) 2009 John Wiley & Sons, Ltd."	"Khan, S|Mushtaq, S|Chen, C"	IRRIGATION AND DRAINAGE	decision support tool water management seasonal and long-term investment optimisation simulation benefit-cost analysis whole farm water trading water saving	10.1002/ird.501
